pair,locus,K,theta1,theta2,r_e,cf_slope,cf_intercept,p_gate_joint
P2a,2236,305,0.204653673173272,0.397112829407515,0.10897,0.9405229501989395,0.0121480140919495,0.7515265915351519
P2a,2246,404,0.16894047105927,0.394809750613709,0.10897,0.9312451078328223,0.0123047776533297,0.7271352326682735
P2a,2284,425,0.170763839528505,0.400646952389395,0.10897,0.9382684191017553,0.010950090486524008,0.7529423705840047
P2a,2341,283,0.169404756467308,0.394679606767737,0.10897,0.89345365436654,0.020209866028313195,0.5950984773806595
P2a,2356,375,0.168322889469972,0.39452161388037,0.10897,0.9229713717739205,0.013905428115751264,0.6970190431473996
P2a,2358,359,0.217575122528715,0.399848074145284,0.10897,0.9642876239701483,0.007334106107838593,0.8464555841148669
P2a,2368,298,0.170223755681876,0.39793651100699,0.10897,0.9005922303655036,0.01862289351823403,0.61827405086359
P2a,2377,167,0.168142403448285,0.403398967559506,0.10897,0.8246540597126168,0.03658406614200231,0.40091429561536884
P2a,2462,140,0.169839744722806,0.397842645381199,0.10897,0.8008261216933542,0.043598515930667395,0.34497300179124
P2a,2475,229,0.175160758449199,0.391610599891522,0.10897,0.875288761980618,0.025189526648665847,0.5350898795088536
P2a,2495,375,0.394057891780103,0.395202550668936,0.10897,0.9993365110773675,0.00020165800980614934,0.9968340920027366
P2b,10,272,0.169811440302981,0.343103108355656,0.11322,0.8851920042413426,0.02494979245586201,0.5689512142151382
P2b,19,353,0.234946995915407,0.338818356350111,0.11322,0.9711272944422306,0.007185782450595431,0.8736468147776159
P2b,22,226,0.141374912333628,0.339610160321527,0.11322,0.8139669593362308,0.0391445304337987,0.3931708831645748
P2b,37,239,0.141614271533769,0.339767602959707,0.11322,0.8225624539362038,0.03691065773530291,0.4129902509914948
P2b,41,279,0.332972321145077,0.460303814353654,0.11322,0.9920583003018628,0.002106822674154671,0.9618790095204451
P2b,42,187,0.314857817102282,0.343674338380462,0.11322,0.949560483863587,0.015072542666662248,0.7675279438370347
P2b,59,194,0.141583444342405,0.341459316235305,0.11322,0.7919197974036356,0.04505600358360578,0.34512285638349754
P2b,77,224,0.399370215301317,0.339354097360442,0.11322,0.981584289554653,0.0054819831852721285,0.9104569678870391
P2b,97,350,0.269893740346759,0.429412776245936,0.11322,0.9865087668414215,0.0031551387686460423,0.9389237820394962
P2b,125,333,0.141150281253178,0.337765613825306,0.11322,0.8668432559422403,0.02588644344446197,0.5285927652772153
P2b,224,387,0.14176228942064,0.339779996183502,0.11322,0.8867824872807614,0.02134810077694278,0.5874491190035308
P2b,267,522,0.141541552923114,0.565752092363466,0.11322,0.9207227266760702,0.011020963378628276,0.6991118402513825
P2b,278,264,0.141242441825199,0.339877969122413,0.11322,0.8360353288246015,0.0333468114224128,0.44606287607874945
P2b,377,288,0.258198673480542,0.338636267809671,0.11322,0.9665444061186774,0.009027702640666957,0.8503913280429543
P2b,417,336,0.141210137389708,0.335662275126263,0.11322,0.867947231401524,0.025731073746088375,0.5317261379371812
P2b,421,328,0.141118159838047,0.334036216453177,0.11322,0.8645289095393788,0.02660054286391071,0.5220650288153121
P2b,436,351,0.141239651255829,0.339491885903141,0.11322,0.8738207982981819,0.024204884082955506,0.548709616117008
P2b,456,269,0.179393815681409,0.563141492227313,0.11322,0.9026232192461899,0.016304483885270647,0.6208989958649224
P2b,481,427,0.141509480932019,0.529848412206062,0.11322,0.8988192328470428,0.014871998561487434,0.6255000363175276
P2b,517,183,0.143797362599994,0.340558892507859,0.11322,0.7867039739521579,0.04704756622930309,0.33291313330674754
P2b,541,259,0.200793678119879,0.34072174157307,0.11322,0.9147378942601556,0.020331381317799442,0.6559489604292439
P2b,545,247,0.176154908071202,0.387024267286541,0.11322,0.8856779110859612,0.02385376425724829,0.5669194213698096
P2b,597,202,0.199130762294272,0.41864253339336,0.11322,0.8911475219572691,0.023831676866756902,0.5734391358407261
P2b,609,107,0.188039389486612,0.340679988962195,0.11322,0.7652848344314372,0.06103535953691848,0.2643550225583478
P2b,613,452,0.141077353548468,0.557254853431431,0.11322,0.9044367988782231,0.013585736809244879,0.6440384398282691
P2b,653,305,0.141569097899225,0.34145758022351,0.11322,0.8564163525187585,0.02826140092784811,0.4992377640678377
P2b,698,459,0.141498771955114,0.342697966305327,0.11322,0.9063643136204549,0.017071458973866672,0.6502893962889529
P2b,714,253,0.141898038295645,0.3458543914283,0.11322,0.8320749123899824,0.034154832732417935,0.4357932766674131
P2b,718,298,0.140663633252706,0.340538624139066,0.11322,0.8516351364146629,0.029318156120355227,0.48683409768687785
P2b,780,315,0.158609477349793,0.345086029598782,0.11322,0.8883479947699006,0.022767378388953506,0.5841750397530597
P2b,789,436,0.141577448283716,0.341634174947562,0.11322,0.9006104054868079,0.018299595213988478,0.6313530537698852
P2b,824,247,0.141548096056165,0.34202959088917,0.11322,0.8275176110839821,0.03547537290563449,0.42488898861657526
P2b,875,282,0.216044069846257,0.341871867033468,0.11322,0.938570688494077,0.014969367897647457,0.7414004322380863
P2b,918,596,0.141098405763063,0.335324746958453,0.11322,0.9335667888813075,0.011838356675088818,0.7449713909845201
P2b,922,326,0.197562600204437,0.543425347200038,0.11322,0.9411730539907054,0.010243970672868533,0.7560722737124413
P2b,942,135,0.141551489423837,0.991722496939392,0.11322,0.7692850616762189,0.029706799522109018,0.3034693323780597
P2b,957,79,0.476366009873855,2.00948135786201,0.11322,0.9674438418785036,0.005676128892284783,0.8153840284586331
P2b,990,158,0.204030698961454,0.344705957680553,0.11322,0.8488778482511857,0.03875620806787475,0.4450297563140419
P2b,1002,190,0.142299674877253,0.581426082517443,0.11322,0.8072428534732582,0.030636747667763944,0.37835819959215733
P2b,1020,152,0.169080617045717,0.339688904981524,0.11322,0.7972564805338078,0.04898984970352439,0.33841621208188954
P2b,1031,124,0.254135713365729,0.342758182175294,0.11322,0.8562667180342204,0.04066496955764395,0.4454230324163052
P2b,1106,255,0.141823977004721,0.343192853222031,0.11322,0.8326789858121791,0.03413215803360291,0.4373356671422159
P2b,1178,213,0.141691688162327,0.519316754726372,0.11322,0.8187880416521555,0.02991166011988279,0.4045725481512367
P2b,1183,250,0.141342715422195,0.34222703109042,0.11322,0.8288891883000294,0.03506907875470764,0.4283458816190952
P2b,1234,330,0.265533671750399,0.460162797709384,0.11322,0.9826530339855583,0.0038766281549868693,0.9214638466048773
P2b,1237,391,0.139849158289704,0.336383815653787,0.11322,0.8846327277411925,0.021719815212465996,0.5818030076260162
P2b,1244,483,0.140897781155483,0.525160546105213,0.11322,0.9114157651105191,0.012866410620281828,0.6674144904065893
P2b,1301,318,0.233435173963494,0.56693479017687,0.11322,0.96592295409885,0.006350366010396681,0.8505806942697643
P2b,1327,315,0.14160999333335,0.340540334114706,0.11322,0.8606509445364179,0.027294602683052418,0.5108908861276815
P2b,1367,363,0.141330091901858,0.335529481017803,0.11322,0.8779642232618355,0.02343521795163013,0.5609339651901338
P2b,1384,201,0.14155757880619,0.342873042372862,0.11322,0.7975431902008551,0.0434224043862163,0.35692407811435983
P2b,1412,496,0.141269615790777,0.337785260517435,0.11322,0.9145556183269824,0.015520636855744742,0.6779749627625696
P2b,1481,442,0.197781048798699,0.331529112036592,0.11322,0.9651456795644259,0.007694664191772345,0.8538679946108572
P2b,1504,346,0.141538008609313,0.341978224727237,0.11322,0.8726778054107132,0.024403271508042577,0.5451959427468298
P2b,1541,171,0.288719398576912,0.344199326811994,0.11322,0.9270959971205247,0.02123964447381551,0.6781950623340813
P2b,1588,290,0.141628112201712,0.343115670510657,0.11322,0.8499640621044282,0.029760189951205097,0.4818015133401771
P2b,1664,39,0.30755256814484,0.680053737953185,0.11322,0.8078749218090464,0.0544364655538384,0.27549440617401527
P2b,1692,237,0.211127263087551,0.451440728965739,0.11322,0.9229751839592738,0.016020481928034166,0.6811020226513946
P2b,1706,208,0.141650883244765,0.467813555506365,0.11322,0.8149134844997642,0.03257976860354672,0.3956187381953479
P2b,1775,113,0.14825183285881,0.62289348729532,0.11322,0.7605520638510906,0.041666016708420364,0.2825285426434421
P2b,1786,270,0.141622218927007,0.44227824581321,0.11322,0.8457023834523862,0.026629617368105384,0.4705426041457675
P2b,1791,343,0.141464829578657,0.470469215220298,0.11322,0.873757430199213,0.020271541496962933,0.5482658149581924
P2b,1852,593,0.172118729077949,0.338653457308842,0.11322,0.9673189242577722,0.0063934429913473,0.8672289906646103
P2b,1886,311,0.140821696813699,0.337909105293604,0.11322,0.857347938041454,0.02808880827809207,0.5022291093942476
P2b,1887,383,0.140928860434432,0.483080944806103,0.11322,0.8855382229881611,0.01783560457001322,0.5839113517450581
P2b,1919,292,0.141621407021341,0.341001645040255,0.11322,0.8506593070439059,0.029694871095913036,0.4836659482170919
P2b,1954,209,0.206312283172638,0.335687526455765,0.11322,0.8907388141662727,0.02749395408690707,0.5711497730279105
P2b,1970,295,0.1594660029418,0.33213678546171,0.11322,0.8799186470524554,0.02548488251513892,0.5577523662074478
P2b,1984,220,0.157302295240686,0.335104910182385,0.11322,0.8358267455438967,0.03651989763988863,0.4358069091395884
P2b,2042,368,0.184918172427212,0.339421866077047,0.11322,0.9381056794634557,0.01334289301295729,0.7482753583298383
P2b,2077,171,0.141746548263518,0.344637896927897,0.11322,0.7736542056781083,0.04998682198350154,0.3087835936474463
P2b,2081,409,0.141556050333628,0.341074428247077,0.11322,0.89309648051638,0.019906967700802553,0.6072699819600694
P2b,2090,276,0.141509510720596,0.394214918418366,0.11322,0.8468449505705085,0.02814209486695726,0.47356609056228294
P2b,2098,509,0.140251472553025,0.341578730931265,0.11322,0.9158260883147935,0.015095936412919023,0.6827188531702372
P2b,2108,441,0.141438116835064,0.340306230797747,0.11322,0.9016664976385544,0.018105602297855402,0.6348595390799419
P2b,2196,277,0.208534436745727,0.34198785522224,0.11322,0.9302258936130972,0.016733092931331673,0.7110006291600103
P2b,2199,418,0.141389843107329,0.340871997750179,0.11322,0.8953790351015902,0.01940821085704046,0.6145959288338765
P2b,2236,305,0.139930251296233,0.337805418419726,0.11322,0.8531580744149603,0.028961843441611627,0.4913588880160761
P2b,2246,404,0.140102497520643,0.336935450302223,0.11322,0.8890456533168085,0.02076381395852382,0.5952787637316641
P2b,2284,425,0.141816263204897,0.341291897913538,0.11322,0.8980347383494204,0.018875135652459258,0.6229100561983193
P2b,2341,283,0.140806801181401,0.335302610738629,0.11322,0.8443011241524258,0.03142713805781803,0.4674367124357321
P2b,2356,375,0.140691984885033,0.335463843915326,0.11322,0.8809093860619929,0.0226887206555403,0.570086692096271
P2b,2358,359,0.186121284489045,0.340439996005431,0.11322,0.9368493045156876,0.013690156910755008,0.7430860550372721
P2b,2368,298,0.141554051393707,0.338724003589899,0.11322,0.8530369322694392,0.029215236583057014,0.4900897990200006
P2b,2377,167,0.141006791028282,0.344004601172684,0.11322,0.7684986518310245,0.051303331079709504,0.2996202444775591
P2b,2462,140,0.141435086476373,0.338596008537058,0.11322,0.7398645253842709,0.059902918133514574,0.2495703904702923
P2b,2475,229,0.140659984348947,0.33278033968358,0.11322,0.8133025375279107,0.039578556085799556,0.39212558201305986
P2b,2495,375,0.32064767702869,0.335852533032124,0.11322,0.9950094532889189,0.0014929824824984174,0.976998486643834
P3,13,173,0.124809900701157,0.288382314000574,0.23722,0.7242740569117646,0.1325846055548021,0.23668693269883195
P3,124,172,0.0714231769541075,0.407352002482589,0.23722,0.6099112214921528,0.13171090373522776,0.15496838713911176
P3,169,268,0.0463585131499157,0.219139707410296,0.23722,0.5194295358299561,0.18767599431920862,0.10227311233737736
P3,374,312,0.0463541569021553,0.219808184470869,0.23722,0.5412452511209147,0.17349892766604594,0.11703285712182884
P3,403,199,0.0558019560056364,0.219878204235589,0.23722,0.5186727584427213,0.20538522060368902,0.09093598215127735
P3,436,293,0.0797119386507002,0.315390955655563,0.23722,0.6951362022645812,0.10897814512440061,0.23482765522075277
P3,477,280,0.0463596347386747,0.219347925184508,0.23722,0.5257144911249606,0.18356809995509443,0.10639750243128802
P3,559,81,0.0652222487335504,0.549521946561914,0.23722,0.5226151395919525,0.16089827605451695,0.10020122784268512
P3,560,190,0.125517805262195,0.252057396079948,0.23722,0.7238305735556241,0.1381694934116368,0.23523041573147793
P3,587,116,0.193624510804565,0.399086398556791,0.23722,0.8043217589018333,0.10109741691718194,0.3379175820334552
P3,613,331,0.0463506962032775,0.218331074027084,0.23722,0.5490411266232842,0.16904717630105923,0.12242531658000451
P3,628,122,0.181193660639366,0.252679268021007,0.23722,0.7317697017230582,0.15088156154016671,0.21826216129625434
P3,728,316,0.0463537576165339,0.260361496634265,0.23722,0.556126486794311,0.15168207999545755,0.13142957621270854
P3,741,240,0.0463596100461425,0.623808513473753,0.23722,0.5427809288115837,0.10157421816611276,0.12945630328645794
P3,848,138,0.0463536767769615,1.16203216924478,0.23722,0.4968485438286912,0.0917092728298354,0.10596706501530437
P3,853,302,0.0463491255367438,0.215912396889063,0.23722,0.5348619944536536,0.17878179278401818,0.1121948407843335
P3,854,289,0.0742100376707131,0.220961994638753,0.23722,0.6457095299840412,0.15247140949490648,0.17641033277891816
P3,886,167,0.138276139491282,0.219687673281774,0.23722,0.7019404437390838,0.15910636954267876,0.19775081031440198
P3,909,282,0.0463536943602392,0.455193441521176,0.23722,0.557602160347367,0.1117775159909117,0.1381126790308833
P3,918,479,0.0861743388536336,0.21775472529957,0.23722,0.7686724061585869,0.09558453630929821,0.3391159714514836
P3,1103,271,0.15627074928405,0.218569177026737,0.23722,0.8204119461148797,0.0968850597353139,0.4036705069642668
P3,1117,440,0.117270932191626,0.271151645171507,0.23722,0.8507330922829346,0.06126369618789204,0.49840672784304435
P3,1162,343,0.0463634705033828,0.264886859574098,0.23722,0.5677011912115362,0.14321829316618728,0.14024788492468357
P3,1184,118,0.0463513815243543,0.277439522156661,0.23722,0.4383443667323308,0.22812052162972843,0.062215902338188966
P3,1238,320,0.046358203945838,0.21802842113856,0.23722,0.544120384349429,0.17225937382319867,0.11886363974813739
P3,1324,390,0.0463633119628547,0.459100090242665,0.23722,0.5905630982294433,0.09674474250865533,0.16026359408485258
P3,1371,216,0.0747754534519736,0.27469129337269,0.23722,0.6248356800697726,0.15304130269529975,0.15859605774152327
P3,1392,153,0.0463491054336883,0.385159721690172,0.23722,0.4934838675636585,0.16423858824717155,0.09848958143142592
P3,1465,338,0.0463547255122756,0.226723738192058,0.23722,0.5552792019808005,0.1624422296076209,0.12783747095410664
P3,1525,50,0.0712600255058613,0.22124699217438,0.23722,0.3944743606725076,0.30128241922251203,0.028536871039639183
P3,1530,232,0.0607106735112743,0.219731352231583,0.23722,0.5606504437543648,0.1867442677385299,0.11420148515690151
P3,1578,101,0.0463515093865413,0.305264584351645,0.23722,0.43036666834784143,0.22843440339730808,0.060102011772241656
P3,1600,260,0.0463548761210217,0.304578389754731,0.23722,0.5406488692427687,0.1496827835041,0.12359838881586918
P3,1657,277,0.0495939767752895,0.532224020438457,0.23722,0.5725554433014723,0.10160717995792556,0.14568619147489265
P3,1662,8,0.281352935267447,1.27823604302214,0.23722,0.6985266440696377,0.18996933544349343,0.08588410676276649
P3,1722,321,0.151931035851125,0.219689120060966,0.23722,0.8454943525713462,0.08179788910908148,0.4683295853602952
P3,1807,158,0.0463531105885776,0.654494080256431,0.23722,0.507072581459452,0.11656327655664513,0.11066536100877689
P3,1830,305,0.0463561910178696,0.216559359687974,0.23722,0.5366032212342271,0.17748470810869318,0.11345229259474458
P3,1884,161,0.144101738332839,0.326940987236083,0.23722,0.7630456403706433,0.11434029610550454,0.2873413301724481
P3,1899,178,0.0733066616787298,0.220138580269597,0.23722,0.5635613401896807,0.20041710405515342,0.10449935085897072
P3,1907,219,0.120384016009047,0.302176062865604,0.23722,0.758677919123728,0.10792983589705962,0.29653295940063756
P3,1967,135,0.140301096436628,0.219328368043965,0.23722,0.6667199917844365,0.17974791081649585,0.15455606528051785
P3,1979,214,0.236379604269609,0.348906320369321,0.23722,0.9235030370019951,0.04203364956302641,0.6768097778026348
P3,2079,197,0.0463544882367831,0.457214244412586,0.23722,0.5236301915481634,0.13021104735495964,0.11809429193887944
P3,2129,43,0.127081203593238,0.21916125619402,0.23722,0.4776088159577677,0.28331604878668415,0.03760416947837377
P3,2222,358,0.0976736229287204,0.287126436752113,0.23722,0.7745030403421249,0.08715529367738956,0.3424595220614476
P3,2246,293,0.0463594840142062,0.367684123298651,0.23722,0.5597990985401012,0.12409579414136594,0.1387127541385727
P3,2260,109,0.12566767955723,0.298501067757587,0.23722,0.654685846004168,0.1734421639593162,0.14807164659955355
P3,2372,243,0.168007660073752,0.236132465911673,0.23722,0.828925064065917,0.09316451932910538,0.41733217582061505
P5,32,215,0.0804995927073295,0.0463490849412092,0.09454,0.3517984993975502,0.1279158615119281,0.025789325457834383
P5,39,231,0.199925802284724,0.22226167735187,0.09454,0.8470600449124079,0.034851820547125406,0.4546743739187067
P5,42,159,0.230604896457992,0.0463518334114137,0.09454,0.4546808488835522,0.09059769763810971,0.06678944422410059
P5,73,312,0.213010747068022,0.0618405215969799,0.09454,0.6079531422175151,0.06439730930483822,0.15128088024739902
P5,112,184,0.0689192249840772,0.0495149187615342,0.09454,0.3223637105936335,0.13492026255663805,0.020136963911747918
P5,116,195,0.161896791663155,0.161999963677585,0.09454,0.707441592606336,0.0642754271524169,0.20428118088713193
P5,257,256,0.365502781063984,0.046353565265033,0.09454,0.545453431508977,0.052960417317597035,0.12934399634554042
P5,308,207,0.0703297597172728,0.046350111840152,0.09454,0.32872840814577653,0.13303779118669787,0.02162744355886822
P5,332,150,0.380265720852693,0.16059214675036,0.09454,0.7935354276664668,0.038796544473650926,0.33556438213893747
P5,375,122,0.345826232099116,0.181324688882543,0.09454,0.7803791397156209,0.04634397009171397,0.29637712385220727
P5,402,234,0.363591756468331,0.129479188736544,0.09454,0.7998625616758405,0.032352949041294356,0.37044050040897775
P5,436,285,0.36231928678673,0.0909136492401305,0.09454,0.73150769239048,0.036807515714390115,0.27703707431956043
P5,444,226,0.427939995077358,0.0648968388249454,0.09454,0.6179284469997951,0.045419547866307794,0.16833705634207494
P5,450,381,0.52448037614519,0.0463644846575545,0.09454,0.5881270634848405,0.03643563077358059,0.15851270840932916
P5,538,245,0.375242312949494,0.0695964323333371,0.09454,0.6423734098459306,0.04595363095871901,0.18593442048699038
P5,647,199,0.0929601703581119,0.175022047239144,0.09454,0.6010471274535255,0.08043670383229211,0.11757506837601482
P5,648,252,0.184209705757148,0.0463603493209107,0.09454,0.4907127956836689,0.08633080880108256,0.08127953902381325
P5,658,304,0.144047009123859,0.0651632408153392,0.09454,0.560714841216046,0.08407050161670611,0.10385162898009508
P5,819,173,0.485366853055501,0.160800468365047,0.09454,0.8255009223673171,0.027441922968443694,0.4077870658159286
P5,827,125,0.213562385844742,0.0845007400223801,0.09454,0.536414201563541,0.09078134197710062,0.0787105244905136
P5,843,238,0.453048477497815,0.0463575719399164,0.09454,0.5412843095965372,0.048033492470165896,0.1282174919830462
P5,895,210,0.0748100615129787,0.0814125101361029,0.09454,0.4294967765898919,0.1162288153983505,0.03950416618082645
P5,910,177,0.312973605643758,0.0581674970977397,0.09454,0.5479406008049431,0.06702232982230126,0.11520460970168227
P5,1008,154,0.132758315682022,0.046349931071135,0.09454,0.38058262259980236,0.11805402405284365,0.03349112500900257
P5,1096,295,0.235656479509684,0.0538492663573964,0.09454,0.5753938994102,0.06459458318196429,0.13486363150507324
P5,1118,250,0.304713788208621,0.0868885715023985,0.09454,0.6938193887328036,0.04749032828363654,0.22623261726855015
P5,1157,66,0.0697396850102358,0.11187374298279,0.09454,0.3300485413424863,0.13654646583249502,0.01751315381488557
P5,1208,352,0.25049897580007,0.0463590103009561,0.09454,0.5679208790449196,0.05868054093813971,0.13938544022470978
P5,1266,273,0.372227152214185,0.0970269405181295,0.09454,0.7442238210767781,0.0355692897686103,0.29207945514317485
P5,1289,117,0.464271474023092,0.0463523780724761,0.09454,0.47592319299288116,0.06504813371437884,0.09183769891111174
P5,1362,195,0.366186870162452,0.0535062028788564,0.09454,0.5497885037841495,0.05816168615524575,0.12488270507609253
P5,1389,357,0.313402572856717,0.0463626349948729,0.09454,0.5785606778622794,0.04965885335485888,0.15052649105873792
P5,1396,336,0.344020450012802,0.0782097185422491,0.09454,0.7105503542150866,0.037665483254255235,0.2569844277853243
P5,1402,249,0.192601325704009,0.0463507295689544,0.09454,0.49441908872102847,0.08438507732630286,0.08425468682302696
P5,1413,279,0.129210600722744,0.0463580795033046,0.09454,0.45674838236817844,0.10093597803255357,0.05934109074432274
P5,1499,260,0.365813960711963,0.130007805957401,0.09454,0.8154818070462564,0.029060717863726437,0.4043209919228467
P5,1523,174,0.384307491944279,0.0633899227447017,0.09454,0.5793950131291365,0.0566767260092439,0.13688840470358316
P5,1729,312,0.108598470866025,0.0463615113436707,0.09454,0.44709982699473966,0.10536521961900719,0.053862774274465064
P5,1737,387,0.330755421375562,0.0463639032361292,0.09454,0.5885449059996879,0.04611939291546955,0.15825663952540373
P5,1779,210,0.153508704665436,0.0463500655537012,0.09454,0.44054987464819007,0.10205254196393328,0.054529436070356374
P5,1876,301,0.157452218973097,0.0463571733353771,0.09454,0.49664868207054,0.08820626187695396,0.08164890129667902
P5,1926,96,0.514898030507941,0.0753604075268542,0.09454,0.5689577992202618,0.05958565716779319,0.12094295664152506
P5,1946,188,0.355918937180551,0.0964838807802102,0.09454,0.6908642134897137,0.048206946699497114,0.21578660590609802
P5,2147,154,0.0880522228547457,0.11963261781573,0.09454,0.4804041763055506,0.10746726844225375,0.05155575164232682
P5,2219,137,0.315529957942859,0.125202769286536,0.09454,0.6979012943381262,0.057737014418931545,0.19964241803109237
P5,2223,270,0.198666791564093,0.0642723485919646,0.09454,0.5854996388617794,0.07254579972089945,0.12792970786447558
P5,2396,36,0.928602278258623,0.0463499461442802,0.09454,0.41525501099181134,0.06786558577015521,0.06926808097642036
P5,2420,362,0.0860094793827983,0.0516392627999089,0.09454,0.45296510569923887,0.10792219779275304,0.05256164995632748
P5,2445,129,0.328545916785396,0.171195761200909,0.09454,0.7693534381000462,0.04827756322932108,0.2816412599954598
P5,2457,448,0.287333780791332,0.0555850623829768,0.09454,0.6510505399783333,0.04304075644831232,0.20452502162078937
