"K","r_e","rho_true","p_lava_1","p_direct_1","p_lava_2","p_direct_2","rho_lava","rho_direct","estimable","bivar_aborted","rel_p","rel_rho","gated"
100,0,-0.8,0.441969,0.441969,0.337113,0.337113,NA,NA,TRUE,FALSE,0,NA,FALSE
100,0,-0.8,0.0605302,0.0605302,0.115882,0.115882,0.0629113,0.0629113,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.65827,0.65827,0.0933942,0.0933942,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.967332,0.967332,0.404116,0.404116,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.535907,0.535907,0.204879,0.204879,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.33758,0.33758,0.133108,0.133108,0.961874,0.961874,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.414229,0.414229,0.0641385,0.0641385,-0.133931,-0.133931,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.183777,0.183777,0.0491949,0.0491949,-0.578514,-0.578514,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.0727091,0.0727091,0.0026038,0.0026038,-0.398106,-0.398106,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.763844,0.763844,0.0643788,0.0643788,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.207491,0.207491,0.43782,0.43782,NA,NA,TRUE,FALSE,0,NA,FALSE
100,0,-0.8,0.108504,0.108504,0.542802,0.542802,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.938776,0.938776,0.83293,0.83293,0.451672,NA,FALSE,FALSE,0,NA,FALSE
100,0,-0.8,0.146703,0.146703,0.0523153,0.0523153,-0.659497,-0.659497,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.648042,0.648042,0.0793701,0.0793701,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.465552,0.465552,0.782517,0.782517,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.709947,0.709947,0.4909,0.4909,NA,NA,FALSE,FALSE,0,NA,FALSE
100,0,-0.8,0.346465,0.346465,0.000432789,0.000432789,0.43832,0.43832,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.494433,0.494433,0.319335,0.319335,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.259105,0.259105,0.019767,0.019767,-0.65377,-0.65377,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.331507,0.331507,0.638861,0.638861,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.485726,0.485726,0.60662,0.60662,NA,NA,FALSE,FALSE,0,NA,FALSE
100,0,-0.8,0.203899,0.203899,0.0654613,0.0654613,-0.585768,-0.585768,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.556343,0.556343,0.156737,0.156737,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.0565401,0.0565401,0.139416,0.139416,-0.515167,-0.515167,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.284152,0.284152,0.000438533,0.000438533,-0.286534,-0.286534,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.366558,0.366558,0.180331,0.180331,0.814398,0.814398,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.238757,0.238757,0.535258,0.535258,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.638034,0.638034,0.688443,0.688443,NA,NA,FALSE,FALSE,0,NA,FALSE
100,0,-0.8,0.202562,0.202562,0.291775,0.291775,NA,NA,TRUE,FALSE,0,NA,FALSE
100,0,-0.8,0.274852,0.274852,0.279444,0.279444,0.486451,0.486451,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.549479,0.549479,0.0546927,0.0546927,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.291716,0.291716,5.08826e-05,5.08826e-05,-0.562496,-0.562496,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.583962,0.583962,0.0445829,0.0445829,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.441044,0.441044,0.0484424,0.0484424,0.541641,0.541641,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.187499,0.187499,0.017985,0.017985,NA,NA,TRUE,FALSE,0,NA,FALSE
100,0,-0.8,0.938867,0.938867,0.0360684,0.0360684,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.29513,0.29513,0.286222,0.286222,-0.37307,-0.37307,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.00205681,0.00205681,0.506538,0.506538,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.0135932,0.0135932,0.164636,0.164636,0.619175,0.619175,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.106536,0.106536,0.299636,0.299636,1,1,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.252607,0.252607,2.89028e-05,2.89028e-05,0.326094,0.326094,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.515157,0.515157,0.646999,0.646999,NA,NA,FALSE,FALSE,0,NA,FALSE
100,0,-0.8,0.66268,0.66268,0.464299,0.464299,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.334401,0.334401,0.499486,0.499486,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.495672,0.495672,0.267627,0.267627,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.297358,0.297358,0.139806,0.139806,0.798605,0.798605,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.132476,0.132476,0.49447,0.49447,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.80794,0.80794,0.153415,0.153415,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.0772438,0.0772438,0.0181684,0.0181684,0.0640081,0.0640081,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.899931,0.899931,0.458202,0.458202,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.293757,0.293757,0.0882082,0.0882082,-1,-1,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.442221,0.442221,0.0266166,0.0266166,-0.8717,-0.8717,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.196311,0.196311,0.000288628,0.000288628,-0.744841,-0.744841,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.716032,0.716032,0.48652,0.48652,NA,NA,FALSE,FALSE,0,NA,FALSE
100,0,-0.8,0.784683,0.784683,0.102608,0.102608,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.0511076,0.0511076,0.0337359,0.0337359,0.18196,0.18196,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.777513,0.777513,0.00538915,0.00538915,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.596983,0.596983,0.328463,0.328463,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.835544,0.835544,0.00074907,0.00074907,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.714116,0.714116,0.000584383,0.000584383,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.257644,0.257644,0.15637,0.15637,NA,NA,TRUE,FALSE,0,NA,FALSE
100,0,-0.8,0.540207,0.540207,0.0871851,0.0871851,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.437699,0.437699,0.0561123,0.0561123,NA,NA,TRUE,FALSE,0,NA,FALSE
100,0,-0.8,0.725989,0.725989,0.156549,0.156549,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.154341,0.154341,0.0450644,0.0450644,-0.332244,-0.332244,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.0490535,0.0490535,0.339752,0.339752,NA,NA,TRUE,FALSE,0,NA,FALSE
100,0,-0.8,0.878431,0.878431,0.0768473,0.0768473,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.901386,0.901386,0.0591139,0.0591139,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.17254,0.17254,0.894356,0.894356,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.269679,0.269679,0.0082725,0.0082725,-0.0334307,-0.0334307,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.675791,0.675791,0.162426,0.162426,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.033976,0.033976,0.937475,0.937475,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.097793,0.097793,0.385818,0.385818,NA,NA,TRUE,FALSE,0,NA,FALSE
100,0,-0.8,0.0847992,0.0847992,0.248142,0.248142,-0.229593,-0.229593,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.0488363,0.0488363,0.0749093,0.0749093,-0.483784,-0.483784,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.292545,0.292545,0.0010832,0.0010832,-0.137229,-0.137229,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.437926,0.437926,0.279232,0.279232,NA,NA,TRUE,FALSE,0,NA,FALSE
100,0,-0.8,0.141342,0.141342,0.0157197,0.0157197,-0.888112,-0.888112,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.391436,0.391436,0.00334499,0.00334499,-0.0668234,-0.0668234,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.140312,0.140312,0.0083326,0.0083326,-0.30081,-0.30081,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.0837207,0.0837207,0.175171,0.175171,-0.813446,-0.813446,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.274331,0.274331,0.00981721,0.00981721,NA,NA,TRUE,FALSE,0,NA,FALSE
100,0,-0.8,0.406244,0.406244,0.475538,0.475538,-0.931745,-0.931745,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.361548,0.361548,0.0183915,0.0183915,-0.19588,-0.19588,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.743335,0.743335,0.0938254,0.0938254,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.305825,0.305825,0.446206,0.446206,NA,NA,TRUE,FALSE,0,NA,FALSE
100,0,-0.8,0.117622,0.117622,0.0622356,0.0622356,-0.183654,-0.183654,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.977263,0.977263,0.450756,0.450756,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.493945,0.493945,0.0125541,0.0125541,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.583973,0.583973,0.832455,0.832455,NA,NA,FALSE,FALSE,0,NA,FALSE
100,0,-0.8,0.755729,0.755729,0.0860609,0.0860609,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.748334,0.748334,0.0940326,0.0940326,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.988163,0.988163,0.0797504,0.0797504,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.954796,0.954796,0.00196625,0.00196625,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.435045,0.435045,0.833631,0.833631,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.900313,0.900313,0.00699102,0.00699102,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.900396,0.900396,0.68422,0.68422,0.123591,NA,FALSE,FALSE,0,NA,FALSE
100,0,-0.8,0.0125671,0.0125671,0.00980381,0.00980381,0.352714,0.352714,TRUE,FALSE,0,0,TRUE
100,0,-0.8,0.290548,0.290548,0.433388,0.433388,NA,NA,TRUE,FALSE,0,NA,FALSE
100,0,-0.8,0.592542,0.592542,0.580981,0.580981,NA,NA,FALSE,FALSE,0,NA,FALSE
100,0,-0.8,0.832688,0.832688,0.564533,0.564533,1,NA,FALSE,FALSE,0,NA,FALSE
100,0,-0.8,0.351239,0.351239,0.473384,0.473384,NA,NA,TRUE,FALSE,0,NA,FALSE
100,0,-0.8,0.258413,0.258413,0.0566135,0.0566135,NA,NA,TRUE,FALSE,0,NA,FALSE
100,0,-0.8,0.963472,0.963472,0.149745,0.149745,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.373979,0.373979,0.0321363,0.0321363,-0.700941,-0.700941,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.885552,0.885552,0.308607,0.308607,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.151323,0.151323,0.275688,0.275688,-0.0793292,-0.0793292,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.265195,0.265195,0.00264378,0.00264378,-0.0208796,-0.0208796,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.327075,0.327075,0.109675,0.109675,0.943325,0.943325,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.498756,0.498756,0.33396,0.33396,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.176761,0.176761,0.000945783,0.000945783,0.921231,0.921231,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.694535,0.694535,0.288229,0.288229,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.92682,0.92682,0.232066,0.232066,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.776116,0.776116,0.258863,0.258863,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.886426,0.886426,0.0092359,0.0092359,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.35913,0.35913,0.223508,0.223508,-0.00805761,-0.00805761,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.569922,0.569922,0.121124,0.121124,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.425664,0.425664,0.274579,0.274579,-0.267554,-0.267554,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.808499,0.808499,0.596523,0.596523,-0.404574,NA,FALSE,FALSE,0,NA,FALSE
100,0,-0.8,0.309736,0.309736,0.118799,0.118799,-0.432662,-0.432662,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.43242,0.43242,0.0360208,0.0360208,-0.716074,-0.716074,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.890266,0.890266,0.236429,0.236429,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.129799,0.129799,0.0223556,0.0223556,-1,-1,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.905718,0.905718,0.026816,0.026816,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.00304012,0.00304012,0.633122,0.633122,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.189153,0.189153,0.0685125,0.0685125,-0.652486,-0.652486,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.752302,0.752302,0.282599,0.282599,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.19992,0.19992,0.0531592,0.0531592,-0.855734,-0.855734,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.0117923,0.0117923,0.00427383,0.00427383,-0.274019,-0.274019,TRUE,FALSE,0,0,TRUE
100,0,-0.8,0.693393,0.693393,0.0147227,0.0147227,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.284608,0.284608,0.230384,0.230384,-0.666048,-0.666048,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.117077,0.117077,0.00244892,0.00244892,0.979143,0.979143,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.566427,0.566427,0.133964,0.133964,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.0973919,0.0973919,0.738416,0.738416,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.802138,0.802138,0.204659,0.204659,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.442194,0.442194,0.0820155,0.0820155,NA,NA,TRUE,FALSE,0,NA,FALSE
100,0,-0.8,0.768453,0.768453,0.225388,0.225388,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.213426,0.213426,0.000142089,0.000142089,-0.490507,-0.490507,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.511201,0.511201,0.0701899,0.0701899,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.601166,0.601166,0.0327342,0.0327342,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.31338,0.31338,0.0564507,0.0564507,-0.161497,-0.161497,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.204866,0.204866,0.412062,0.412062,-0.0724685,-0.0724685,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.00725623,0.00725623,0.0307881,0.0307881,-0.0843558,-0.0843558,TRUE,FALSE,0,0,TRUE
100,0,-0.8,0.613394,0.613394,0.000304574,0.000304574,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.0740684,0.0740684,0.0994193,0.0994193,-0.168292,-0.168292,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.338734,0.338734,0.306579,0.306579,0.682335,0.682335,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.733891,0.733891,0.370884,0.370884,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.538919,0.538919,0.0500055,0.0500055,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.0151634,0.0151634,0.0214076,0.0214076,0.350673,0.350673,TRUE,FALSE,0,0,TRUE
100,0,-0.8,0.833747,0.833747,0.58571,0.58571,-1,NA,FALSE,FALSE,0,NA,FALSE
100,0,-0.8,0.73064,0.73064,0.00476817,0.00476817,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.456437,0.456437,0.535602,0.535602,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.639096,0.639096,0.0831392,0.0831392,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.473109,0.473109,8.86102e-05,8.86102e-05,0.727149,0.727149,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.224736,0.224736,0.0256046,0.0256046,0.00860966,0.00860966,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.396628,0.396628,0.144203,0.144203,-0.770822,-0.770822,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.711059,0.711059,0.138721,0.138721,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.875462,0.875462,0.0780759,0.0780759,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.963168,0.963168,0.438869,0.438869,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.128655,0.128655,0.0388706,0.0388706,-0.431869,-0.431869,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.31826,0.31826,0.146488,0.146488,-0.229236,-0.229236,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.577866,0.577866,0.140472,0.140472,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.985016,0.985016,0.231082,0.231082,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.0404935,0.0404935,0.79483,0.79483,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.945066,0.945066,0.3425,0.3425,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.888252,0.888252,0.569508,0.569508,1,NA,FALSE,FALSE,0,NA,FALSE
100,0,-0.8,0.134471,0.134471,0.0342767,0.0342767,NA,NA,TRUE,FALSE,0,NA,FALSE
100,0,-0.8,0.673623,0.673623,0.0437841,0.0437841,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.585124,0.585124,0.213694,0.213694,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.196097,0.196097,0.000802035,0.000802035,-0.0525813,-0.0525813,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.711995,0.711995,0.543444,0.543444,NA,NA,FALSE,FALSE,0,NA,FALSE
100,0,-0.8,0.234296,0.234296,0.988661,0.988661,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.853087,0.853087,0.603047,0.603047,0.841322,NA,FALSE,FALSE,0,NA,FALSE
100,0,-0.8,0.514507,0.514507,0.0399575,0.0399575,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.588159,0.588159,0.479437,0.479437,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.0566002,0.0566002,0.00602823,0.00602823,-0.0946339,-0.0946339,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.812295,0.812295,0.221841,0.221841,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.801987,0.801987,0.0340739,0.0340739,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.406986,0.406986,0.193711,0.193711,-0.803284,-0.803284,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.716587,0.716587,0.0859041,0.0859041,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.545103,0.545103,0.00199866,0.00199866,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.91521,0.91521,0.701419,0.701419,1,NA,FALSE,FALSE,0,NA,FALSE
100,0,-0.8,0.154252,0.154252,0.497248,0.497248,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.498386,0.498386,0.0610585,0.0610585,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.471549,0.471549,0.0178907,0.0178907,NA,NA,TRUE,FALSE,0,NA,FALSE
100,0,-0.8,0.105662,0.105662,0.065837,0.065837,-0.64286,-0.64286,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.381734,0.381734,0.0806293,0.0806293,-0.622301,-0.622301,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.289939,0.289939,0.6673,0.6673,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.620018,0.620018,0.21033,0.21033,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.330916,0.330916,0.170332,0.170332,NA,NA,TRUE,FALSE,0,NA,FALSE
100,0,-0.8,0.0296896,0.0296896,0.505978,0.505978,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.637871,0.637871,0.177337,0.177337,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.498459,0.498459,0.0251234,0.0251234,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.513059,0.513059,0.176572,0.176572,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.5945,0.5945,0.347884,0.347884,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.722597,0.722597,0.00228191,0.00228191,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.349349,0.349349,0.671725,0.671725,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.8,0.120874,0.120874,0.118759,0.118759,0.0429028,0.0429028,TRUE,FALSE,0,0,FALSE
100,0,-0.8,0.887838,0.887838,0.671465,0.671465,-0.12801,NA,FALSE,FALSE,0,NA,FALSE
100,0,-0.3,0.968732,0.968732,0.04118,0.04118,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.3,0.252356,0.252356,0.113849,0.113849,-0.325956,-0.325956,TRUE,FALSE,0,0,FALSE
100,0,-0.3,0.983733,0.983733,0.360602,0.360602,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.3,0.325452,0.325452,0.514666,0.514666,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.3,0.586035,0.586035,0.506009,0.506009,NA,NA,FALSE,FALSE,0,NA,FALSE
100,0,-0.3,0.528888,0.528888,0.035528,0.035528,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.3,0.0523651,0.0523651,0.630818,0.630818,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.3,0.151116,0.151116,0.486701,0.486701,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.3,0.213917,0.213917,0.275901,0.275901,-0.573531,-0.573531,TRUE,FALSE,0,0,FALSE
100,0,-0.3,0.446625,0.446625,0.0957043,0.0957043,NA,NA,TRUE,FALSE,0,NA,FALSE
100,0,-0.3,0.334057,0.334057,0.00595613,0.00595613,NA,NA,TRUE,FALSE,0,NA,FALSE
100,0,-0.3,0.379184,0.379184,0.0232762,0.0232762,-0.604439,-0.604439,TRUE,FALSE,0,0,FALSE
100,0,-0.3,0.670388,0.670388,0.0273402,0.0273402,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.3,0.587743,0.587743,0.030431,0.030431,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.3,0.133372,0.133372,0.531513,0.531513,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.3,0.733004,0.733004,0.0154382,0.0154382,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.3,0.234085,0.234085,0.153567,0.153567,-0.629153,-0.629153,TRUE,FALSE,0,0,FALSE
100,0,-0.3,0.603763,0.603763,0.697788,0.697788,-1,NA,FALSE,FALSE,0,NA,FALSE
100,0,-0.3,0.485541,0.485541,0.243022,0.243022,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.3,0.88228,0.88228,0.0308118,0.0308118,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.3,0.0549127,0.0549127,0.327993,0.327993,NA,NA,TRUE,FALSE,0,NA,FALSE
100,0,-0.3,0.289415,0.289415,0.14768,0.14768,0.803067,0.803067,TRUE,FALSE,0,0,FALSE
100,0,-0.3,0.864435,0.864435,0.677391,0.677391,-0.938012,NA,FALSE,FALSE,0,NA,FALSE
100,0,-0.3,0.169868,0.169868,0.300788,0.300788,-0.248919,-0.248919,TRUE,FALSE,0,0,FALSE
100,0,-0.3,0.465082,0.465082,0.128831,0.128831,NA,NA,TRUE,FALSE,0,NA,FALSE
100,0,-0.3,0.259776,0.259776,0.70305,0.70305,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.3,0.372814,0.372814,0.266654,0.266654,NA,NA,TRUE,FALSE,0,NA,FALSE
100,0,-0.3,0.24847,0.24847,0.000235077,0.000235077,0.307353,0.307353,TRUE,FALSE,0,0,FALSE
100,0,-0.3,0.861156,0.861156,0.175933,0.175933,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.3,0.688327,0.688327,0.138335,0.138335,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.3,0.401079,0.401079,0.188778,0.188778,NA,NA,TRUE,FALSE,0,NA,FALSE
100,0,-0.3,0.74989,0.74989,0.0319242,0.0319242,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.3,0.9699,0.9699,0.0029981,0.0029981,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.3,0.743675,0.743675,0.0112492,0.0112492,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.3,0.0584256,0.0584256,0.328814,0.328814,0.0893001,0.0893001,TRUE,FALSE,0,0,FALSE
100,0,-0.3,0.0777906,0.0777906,0.108565,0.108565,-0.362263,-0.362263,TRUE,FALSE,0,0,FALSE
100,0,-0.3,0.982245,0.982245,0.0937739,0.0937739,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.3,0.0166696,0.0166696,0.0922241,0.0922241,0.680169,0.680169,TRUE,FALSE,0,0,FALSE
100,0,-0.3,0.501376,0.501376,0.00117748,0.00117748,NA,NA,FALSE,TRUE,0,NA,FALSE
100,0,-0.3,0.406832,0.406832,0.188658,0.188658,NA,NA,TRUE,FALSE,0,NA,FALSE
100,0,-0.3,0.903417,0.903417,0.0385211,0.0385211,NA,NA,FALSE,TRUE,0,NA,FALSE
