"K","r_e","rho_true","p_lava_1","p_direct_1","p_lava_2","p_direct_2","rho_lava","rho_direct","estimable","bivar_aborted","rel_p","rel_rho","gated"
500,0.2,-0.8,0.0716158,0.0716158,0.0891665,0.0891665,NA,NA,TRUE,FALSE,0,NA,FALSE
500,0.2,-0.8,0.0159604,0.0159604,0.455204,0.455204,0.770816,0.770816,TRUE,FALSE,0,0,FALSE
500,0.2,-0.8,0.00571299,0.00571299,0.178115,0.178115,-0.586522,-0.586522,TRUE,FALSE,0,0,FALSE
500,0.2,-0.8,0.360598,0.360598,0.367644,0.367644,-1,-1,TRUE,FALSE,0,0,FALSE
500,0.2,-0.8,0.128628,0.128628,0.0927346,0.0927346,0.00296791,0.00296791,TRUE,FALSE,0,0,FALSE
500,0.2,-0.8,0.612566,0.612566,0.535152,0.535152,NA,NA,FALSE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.40949,0.40949,0.732437,0.732437,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.618683,0.618683,0.171366,0.171366,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.139336,0.139336,0.00101404,0.00101404,0.121929,0.121929,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.783901,0.783901,0.017718,0.017718,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.742084,0.742084,0.780192,0.780192,-0.194584,NA,FALSE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.24366,0.24366,0.263772,0.263772,NA,NA,TRUE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.85545,0.85545,0.233901,0.233901,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.945919,0.945919,0.3301,0.3301,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.318036,0.318036,0.606177,0.606177,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.0127192,0.0127192,0.272015,0.272015,NA,NA,TRUE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.204705,0.204705,0.329828,0.329828,0.519762,0.519762,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.542506,0.542506,0.424194,0.424194,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.0665698,0.0665698,0.0599361,0.0599361,-0.471904,-0.471904,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.00291924,0.00291924,0.905037,0.905037,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.280585,0.280585,0.0692009,0.0692009,-0.366695,-0.366695,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.0647742,0.0647742,0.664475,0.664475,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.490608,0.490608,0.715944,0.715944,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.170098,0.170098,0.402702,0.402702,-1,-1,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.386107,0.386107,0.00998958,0.00998958,-0.901141,-0.901141,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.133095,0.133095,0.255464,0.255464,0.0344321,0.0344321,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.314706,0.314706,0.617811,0.617811,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.717807,0.717807,0.0103485,0.0103485,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.0168875,0.0168875,0.414605,0.414605,0.304199,0.304199,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,2.0307e-05,2.0307e-05,0.0239032,0.0239032,0.508937,0.508937,TRUE,FALSE,0,0,TRUE
500,0.2,-0.3,0.0398029,0.0398029,0.568675,0.568675,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.466749,0.466749,0.264468,0.264468,0.849367,0.849367,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.0744724,0.0744724,0.0454017,0.0454017,-0.620979,-0.620979,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.0630931,0.0630931,0.0221367,0.0221367,0.306611,0.306611,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.0326069,0.0326069,0.088261,0.088261,0.733288,0.733288,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.504969,0.504969,0.579013,0.579013,NA,NA,FALSE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.0758837,0.0758837,0.893478,0.893478,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.14282,0.14282,0.348543,0.348543,0.0738444,0.0738444,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.166302,0.166302,0.278256,0.278256,0.580764,0.580764,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.144787,0.144787,0.286234,0.286234,-0.231164,-0.231164,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.163371,0.163371,0.686427,0.686427,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.0473733,0.0473733,0.839583,0.839583,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.0494075,0.0494075,0.0647651,0.0647651,0.379468,0.379468,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.702115,0.702115,0.343185,0.343185,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.300876,0.300876,0.102181,0.102181,-0.836557,-0.836557,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.605954,0.605954,0.124893,0.124893,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.698427,0.698427,0.108224,0.108224,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.821035,0.821035,0.122679,0.122679,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.00115021,0.00115021,0.202259,0.202259,0.306781,0.306781,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.559846,0.559846,0.532179,0.532179,NA,NA,FALSE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.400705,0.400705,0.0167576,0.0167576,0.564352,0.564352,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.0702503,0.0702503,0.894908,0.894908,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.0059438,0.0059438,0.172884,0.172884,-0.301216,-0.301216,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.313226,0.313226,0.0796106,0.0796106,-0.901957,-0.901957,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.0644592,0.0644592,0.0953042,0.0953042,-0.500201,-0.500201,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.854401,0.854401,0.341075,0.341075,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.126438,0.126438,0.732154,0.732154,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.0361268,0.0361268,0.382684,0.382684,0.692026,0.692026,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.180154,0.180154,0.0617472,0.0617472,-0.037109,-0.037109,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.512939,0.512939,0.00297341,0.00297341,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.013144,0.013144,0.257634,0.257634,0.253524,0.253524,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.0995673,0.0995673,5.96261e-05,5.96261e-05,0.229005,0.229005,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.0614175,0.0614175,0.0603138,0.0603138,-0.140161,-0.140161,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.0314114,0.0314114,0.159752,0.159752,-0.407126,-0.407126,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.0263189,0.0263189,0.908824,0.908824,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.00990342,0.00990342,0.150313,0.150313,0.519701,0.519701,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.0266269,0.0266269,0.376225,0.376225,NA,NA,TRUE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.750127,0.750127,0.144203,0.144203,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.490133,0.490133,0.0591573,0.0591573,NA,NA,TRUE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.0489393,0.0489393,0.334092,0.334092,0.444329,0.444329,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.707928,0.707928,0.437914,0.437914,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.340876,0.340876,0.291889,0.291889,0.719326,0.719326,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.165974,0.165974,0.251911,0.251911,NA,NA,TRUE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.506752,0.506752,0.0506481,0.0506481,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.0271756,0.0271756,0.886186,0.886186,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.475149,0.475149,0.385203,0.385203,NA,NA,TRUE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.222207,0.222207,0.255985,0.255985,-0.489025,-0.489025,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.0583428,0.0583428,0.044336,0.044336,0.186261,0.186261,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.708721,0.708721,0.472854,0.472854,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.0373363,0.0373363,0.28157,0.28157,0.453955,0.453955,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.267044,0.267044,0.375331,0.375331,NA,NA,TRUE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.226213,0.226213,0.646051,0.646051,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.0742356,0.0742356,0.814861,0.814861,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.0600237,0.0600237,0.161749,0.161749,-0.308285,-0.308285,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.0238689,0.0238689,0.373696,0.373696,-0.205428,-0.205428,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.323889,0.323889,0.206564,0.206564,NA,NA,TRUE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.169708,0.169708,0.12408,0.12408,-0.500934,-0.500934,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.48919,0.48919,0.617471,0.617471,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.0736651,0.0736651,0.161243,0.161243,-1,-1,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.243392,0.243392,0.0407875,0.0407875,-0.0880646,-0.0880646,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.319869,0.319869,0.0307934,0.0307934,0.0133643,0.0133643,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.377055,0.377055,0.588281,0.588281,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.246486,0.246486,0.0748945,0.0748945,-1,-1,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.284854,0.284854,0.0133141,0.0133141,0.252286,0.252286,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.147011,0.147011,0.1144,0.1144,-0.41726,-0.41726,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.0251063,0.0251063,0.722609,0.722609,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.917601,0.917601,0.307564,0.307564,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.266937,0.266937,0.0363147,0.0363147,-0.490245,-0.490245,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.53853,0.53853,0.23012,0.23012,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.551662,0.551662,0.368726,0.368726,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.244926,0.244926,0.104297,0.104297,-0.0195965,-0.0195965,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.28176,0.28176,0.0201477,0.0201477,-0.664607,-0.664607,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.0985697,0.0985697,0.0335227,0.0335227,-0.264233,-0.264233,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,5.74707e-05,5.74707e-05,0.0211821,0.0211821,0.0179086,0.0179086,TRUE,FALSE,0,0,TRUE
500,0.2,-0.3,0.018918,0.018918,0.103757,0.103757,-0.171851,-0.171851,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.489818,0.489818,0.0523367,0.0523367,NA,NA,TRUE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.412604,0.412604,0.00524568,0.00524568,0.716889,0.716889,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.0578553,0.0578553,0.961029,0.961029,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.340159,0.340159,0.396746,0.396746,NA,NA,TRUE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.020167,0.020167,0.0344056,0.0344056,0.221331,0.221331,TRUE,FALSE,0,0,TRUE
500,0.2,-0.3,0.134599,0.134599,0.652585,0.652585,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.714499,0.714499,0.171405,0.171405,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.35204,0.35204,0.087606,0.087606,0.611264,0.611264,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.716373,0.716373,0.9059,0.9059,1,NA,FALSE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.256903,0.256903,0.00308066,0.00308066,0.737641,0.737641,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.00743574,0.00743574,0.41623,0.41623,0.104402,0.104402,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.63703,0.63703,0.177671,0.177671,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.108512,0.108512,0.210415,0.210415,-1,-1,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.0123635,0.0123635,0.298093,0.298093,-0.273227,-0.273227,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.010325,0.010325,0.104058,0.104058,-0.131057,-0.131057,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.00270441,0.00270441,0.0920148,0.0920148,-0.767886,-0.767886,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.139499,0.139499,0.756263,0.756263,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.507971,0.507971,0.178933,0.178933,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.00673649,0.00673649,0.0814117,0.0814117,0.959245,0.959245,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.291622,0.291622,0.0132566,0.0132566,0.00177105,0.00177105,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.646346,0.646346,0.639012,0.639012,NA,NA,FALSE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.046931,0.046931,0.672126,0.672126,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.0598282,0.0598282,0.0963105,0.0963105,-0.494753,-0.494753,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.00829097,0.00829097,0.0108509,0.0108509,0.61834,0.61834,TRUE,FALSE,0,0,TRUE
500,0.2,-0.3,0.00160001,0.00160001,0.790352,0.790352,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.0174658,0.0174658,0.186603,0.186603,0.0760153,0.0760153,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.0300534,0.0300534,0.29413,0.29413,0.677791,0.677791,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.400246,0.400246,0.174902,0.174902,NA,NA,TRUE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.297524,0.297524,0.597558,0.597558,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.0826045,0.0826045,0.0687705,0.0687705,-0.373338,-0.373338,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.55164,0.55164,0.757365,0.757365,NA,NA,FALSE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.0191084,0.0191084,0.0189783,0.0189783,0.246461,0.246461,TRUE,FALSE,0,0,TRUE
500,0.2,-0.3,0.668737,0.668737,0.222594,0.222594,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.120451,0.120451,0.716358,0.716358,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.421649,0.421649,0.0675955,0.0675955,0.502364,0.502364,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.0465675,0.0465675,0.531031,0.531031,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.023226,0.023226,0.18134,0.18134,-0.481418,-0.481418,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.257758,0.257758,0.166112,0.166112,NA,NA,TRUE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.528135,0.528135,0.589225,0.589225,NA,NA,FALSE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.00898133,0.00898133,0.577193,0.577193,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.437629,0.437629,0.457205,0.457205,NA,NA,TRUE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.634155,0.634155,0.737245,0.737245,NA,NA,FALSE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.128926,0.128926,0.0337166,0.0337166,0.575746,0.575746,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.153952,0.153952,0.0340816,0.0340816,-0.678359,-0.678359,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.297903,0.297903,0.696916,0.696916,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.0244018,0.0244018,0.0387593,0.0387593,-0.132997,-0.132997,TRUE,FALSE,0,0,TRUE
500,0.2,-0.3,0.597249,0.597249,0.332162,0.332162,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.066709,0.066709,0.331745,0.331745,-0.715557,-0.715557,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.272166,0.272166,0.0612002,0.0612002,0.0904345,0.0904345,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.0943265,0.0943265,0.0753703,0.0753703,-0.251802,-0.251802,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.505305,0.505305,0.195866,0.195866,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.48426,0.48426,0.0204961,0.0204961,NA,NA,TRUE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.088711,0.088711,0.164379,0.164379,-1,-1,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.792941,0.792941,0.273109,0.273109,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.784511,0.784511,0.431109,0.431109,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.762821,0.762821,0.658973,0.658973,NA,NA,FALSE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.0015371,0.0015371,0.21855,0.21855,-0.0349395,-0.0349395,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.892685,0.892685,0.764671,0.764671,0.588924,NA,FALSE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.0432115,0.0432115,0.0900212,0.0900212,0.413792,0.413792,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.781814,0.781814,0.28655,0.28655,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.0625291,0.0625291,0.0239163,0.0239163,-0.565101,-0.565101,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.0791701,0.0791701,0.279046,0.279046,-0.550086,-0.550086,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.0718417,0.0718417,0.0219061,0.0219061,0.664836,0.664836,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.817912,0.817912,0.671515,0.671515,0.749554,NA,FALSE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.0790615,0.0790615,0.0854082,0.0854082,-0.424442,-0.424442,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.63378,0.63378,0.557723,0.557723,-0.632529,NA,FALSE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.870262,0.870262,0.358444,0.358444,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.0116357,0.0116357,0.522181,0.522181,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.238466,0.238466,0.16241,0.16241,NA,NA,TRUE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.0206544,0.0206544,0.0143574,0.0143574,0.77076,0.77076,TRUE,FALSE,0,0,TRUE
500,0.2,-0.3,0.586351,0.586351,0.837463,0.837463,-0.0283393,NA,FALSE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.457498,0.457498,0.360454,0.360454,NA,NA,TRUE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.371835,0.371835,0.0725961,0.0725961,-0.0202427,-0.0202427,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.505403,0.505403,0.664761,0.664761,NA,NA,FALSE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.0816625,0.0816625,0.0906847,0.0906847,0.147781,0.147781,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.0765544,0.0765544,0.23291,0.23291,0.640201,0.640201,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.897773,0.897773,0.00479645,0.00479645,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.601659,0.601659,0.670627,0.670627,NA,NA,FALSE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.327809,0.327809,0.0817933,0.0817933,1,1,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.0642566,0.0642566,0.00193146,0.00193146,0.451292,0.451292,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.0350721,0.0350721,0.0119802,0.0119802,0.249436,0.249436,TRUE,FALSE,0,0,TRUE
500,0.2,-0.3,0.364854,0.364854,0.0184521,0.0184521,NA,NA,TRUE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.0864565,0.0864565,0.158356,0.158356,0.612801,0.612801,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.00929944,0.00929944,0.0250204,0.0250204,0.206413,0.206413,TRUE,FALSE,0,0,TRUE
500,0.2,-0.3,0.302314,0.302314,0.457617,0.457617,-0.0765412,-0.0765412,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.0399547,0.0399547,0.392962,0.392962,0.614103,0.614103,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.953821,0.953821,0.000421809,0.000421809,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.531342,0.531342,0.343025,0.343025,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.102364,0.102364,0.0313162,0.0313162,NA,NA,TRUE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.0019657,0.0019657,0.193921,0.193921,-0.682689,-0.682689,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.674223,0.674223,0.0786609,0.0786609,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.266762,0.266762,0.0262843,0.0262843,-0.190768,-0.190768,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.0484879,0.0484879,0.035954,0.035954,-0.844404,-0.844404,TRUE,FALSE,0,0,TRUE
500,0.2,-0.3,0.768854,0.768854,0.266636,0.266636,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,-0.3,0.01061,0.01061,0.137931,0.137931,0.743845,0.743845,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.0446059,0.0446059,0.359128,0.359128,0.296002,0.296002,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.302605,0.302605,0.000553391,0.000553391,0.388117,0.388117,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.270127,0.270127,0.0195328,0.0195328,-0.139287,-0.139287,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.00888152,0.00888152,0.291126,0.291126,-0.290635,-0.290635,TRUE,FALSE,0,0,FALSE
500,0.2,-0.3,0.946913,0.946913,0.770754,0.770754,0.587999,NA,FALSE,FALSE,0,NA,FALSE
500,0.2,-0.3,0.150554,0.150554,0.567158,0.567158,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,0,0.131781,0.131781,0.0446041,0.0446041,-0.00987679,-0.00987679,TRUE,FALSE,0,0,FALSE
500,0.2,0,0.0423776,0.0423776,0.476523,0.476523,-0.378417,-0.378417,TRUE,FALSE,0,0,FALSE
500,0.2,0,0.195437,0.195437,0.122069,0.122069,-0.401133,-0.401133,TRUE,FALSE,0,0,FALSE
500,0.2,0,0.0824453,0.0824453,0.372937,0.372937,-1,-1,TRUE,FALSE,0,0,FALSE
500,0.2,0,0.118832,0.118832,0.0109302,0.0109302,0.677469,0.677469,TRUE,FALSE,0,0,FALSE
500,0.2,0,0.0439018,0.0439018,0.00787213,0.00787213,-0.387147,-0.387147,TRUE,FALSE,0,0,TRUE
500,0.2,0,0.174683,0.174683,0.0476793,0.0476793,-0.520036,-0.520036,TRUE,FALSE,0,0,FALSE
500,0.2,0,0.282489,0.282489,0.083244,0.083244,-0.243258,-0.243258,TRUE,FALSE,0,0,FALSE
500,0.2,0,0.579407,0.579407,0.065261,0.065261,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,0,0.322018,0.322018,0.0179552,0.0179552,-0.187885,-0.187885,TRUE,FALSE,0,0,FALSE
500,0.2,0,0.227776,0.227776,0.021551,0.021551,0.0933901,0.0933901,TRUE,FALSE,0,0,FALSE
500,0.2,0,0.149455,0.149455,0.0596148,0.0596148,-0.0258406,-0.0258406,TRUE,FALSE,0,0,FALSE
500,0.2,0,0.191197,0.191197,0.944644,0.944644,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,0,0.0417864,0.0417864,0.309102,0.309102,-0.396374,-0.396374,TRUE,FALSE,0,0,FALSE
500,0.2,0,0.108222,0.108222,0.678728,0.678728,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,0,0.125143,0.125143,0.098675,0.098675,0.178775,0.178775,TRUE,FALSE,0,0,FALSE
500,0.2,0,0.0525913,0.0525913,0.709739,0.709739,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,0,0.165094,0.165094,0.0535808,0.0535808,-1,-1,TRUE,FALSE,0,0,FALSE
500,0.2,0,0.0427432,0.0427432,0.0812929,0.0812929,-0.247079,-0.247079,TRUE,FALSE,0,0,FALSE
500,0.2,0,0.436171,0.436171,0.644455,0.644455,NA,NA,FALSE,TRUE,0,NA,FALSE
500,0.2,0,0.00224736,0.00224736,0.102688,0.102688,0.116807,0.116807,TRUE,FALSE,0,0,FALSE
500,0.2,0,0.0836312,0.0836312,0.0202296,0.0202296,0.157252,0.157252,TRUE,FALSE,0,0,FALSE
500,0.2,0,0.316805,0.316805,0.251277,0.251277,-0.516229,-0.516229,TRUE,FALSE,0,0,FALSE
500,0.2,0,0.389194,0.389194,0.0368556,0.0368556,0.786149,0.786149,TRUE,FALSE,0,0,FALSE
500,0.2,0,0.757466,0.757466,0.665325,0.665325,0.306528,NA,FALSE,FALSE,0,NA,FALSE
