"K","theta1","theta2","r_e","rho_true","n_rep","frac_estimable","frac_gated","frac_capped_of_gated","frac_plim_of_gated","mean_A","mean_B","mean_C","mean_D","med_A","med_C","n_A","n_B","n_C","n_D","pair","locus"
584,0.1039620797188,0.179756939803765,0.02756,0.4,4000,0.9485,0.4755,0.0168243953732913,0.00315457413249211,0.486198412103848,0.390208290433101,0.361177902084908,0.356596714943005,0.421601724294382,0.357750293977669,3794,3540,1902,1896,"P4",383
584,0.1039620797188,0.179756939803765,0.02756,0.6,4000,0.953,0.4635,0.0474649406688242,0.00916936353829558,0.754659348102763,0.565003451365727,0.523135950147488,0.510008556304837,0.63112225344607,0.512312938171538,3812,3367,1854,1837,"P4",383
584,0.1039620797188,0.179756939803765,0.02756,0.8,4000,0.9475,0.457,0.116520787746171,0.0464989059080963,0.978827444622888,0.702323637769585,0.709975999592133,0.662201317317757,0.839001748503168,0.69896901945219,3790,3001,1828,1743,"P4",383
423,0.194587858954891,0.454158015253442,0.02756,-0.8,4000,0.994,0.8405,0.138905413444378,0.0389649018441404,-0.875145422448976,-0.775115515891064,-0.798779673634196,-0.761557283124659,-0.8228029773606,-0.788085645995839,3976,3593,3362,3231,"P4",466
423,0.194587858954891,0.454158015253442,0.02756,-0.6,4000,0.995,0.83325,0.0348034803480348,0.0036003600360036,-0.654997058199968,-0.613524045915087,-0.594704835282489,-0.589019951519402,-0.61096515318958,-0.581523754896442,3980,3846,3333,3321,"P4",466
423,0.194587858954891,0.454158015253442,0.02756,-0.4,4000,0.994,0.83275,0.00570399279495647,0.000300210147102972,-0.446659969585374,-0.427544332711245,-0.399566508514718,-0.398857135424108,-0.415028037678029,-0.39224086404549,3976,3926,3331,3330,"P4",466
423,0.194587858954891,0.454158015253442,0.02756,-0.2,4000,0.99425,0.84775,0.000294898260100265,0,-0.217672456729964,-0.212946115173209,-0.194903809715156,-0.194885186907363,-0.204446875770652,-0.191646377206599,3977,3966,3391,3391,"P4",466
423,0.194587858954891,0.454158015253442,0.02756,0,4000,0.996,0.85225,0,0,0.00738749578714797,0.00774709806952135,0.00651140398941597,0.00651140398941597,0.00789024350192737,0.00821771795674754,3984,3979,3409,3409,"P4",466
423,0.194587858954891,0.454158015253442,0.02756,0.2,4000,0.99425,0.826,0,0,0.225179422310801,0.219768372502481,0.201799419146212,0.201799419146212,0.213419932123641,0.20015175402382,3977,3962,3304,3304,"P4",466
423,0.194587858954891,0.454158015253442,0.02756,0.4,4000,0.99525,0.83425,0.00569373688942164,0,0.436478510197074,0.426283643223458,0.405335421953527,0.404867938250556,0.421540038177014,0.403893672742415,3981,3954,3337,3337,"P4",466
423,0.194587858954891,0.454158015253442,0.02756,0.6,4000,0.994,0.829,0.0289505428226779,0.00452352231604343,0.647292899928913,0.608376890899111,0.595823220968299,0.589694941328837,0.611618743412887,0.589908063062179,3976,3860,3316,3301,"P4",466
423,0.194587858954891,0.454158015253442,0.02756,0.8,4000,0.997,0.83425,0.144441114773749,0.0293676955349116,0.875328085638376,0.783750834305324,0.802888536405284,0.772169448194365,0.825103816240716,0.792909514050702,3988,3630,3337,3239,"P4",466
234,0.0711537398834298,0.128650073737763,0.02756,-0.8,4000,0.68775,0.07925,0.0378548895899054,0.0126182965299685,-1.05241460156746,-0.426712947627045,-0.42104985804505,-0.4014511150959,-0.700820858772898,-0.418283523151019,2751,1998,317,313,"P4",667
234,0.0711537398834298,0.128650073737763,0.02756,-0.6,4000,0.67775,0.07225,0.0311418685121107,0.0069204152249135,-0.880976445560758,-0.330313330632129,-0.296383352419978,-0.285916355021537,-0.558816914869093,-0.283776103429514,2711,2046,289,287,"P4",667
234,0.0711537398834298,0.128650073737763,0.02756,-0.4,4000,0.68175,0.07725,0.0129449838187702,0.00323624595469256,-0.48381322638747,-0.221404512093354,-0.209498720385609,-0.204422179437981,-0.344884871795893,-0.215047413949813,2727,2227,309,308,"P4",667
234,0.0711537398834298,0.128650073737763,0.02756,-0.2,4000,0.69025,0.072,0,0.00347222222222222,-0.360261909290004,-0.108400546276855,-0.0840473581836077,-0.0790677570571238,-0.167318251753073,-0.092539022436509,2761,2288,288,287,"P4",667
234,0.0711537398834298,0.128650073737763,0.02756,0,4000,0.67225,0.0745,0.00335570469798658,0.00671140939597315,-0.0192974707685162,0.0261463321965724,0.0317378644806743,0.0226341594945079,0.0327804387610193,0.0406564689191771,2689,2234,298,296,"P4",667
234,0.0711537398834298,0.128650073737763,0.02756,0.2,4000,0.6955,0.07975,0.00626959247648903,0,0.261470452243237,0.150876962642208,0.14017015490829,0.139347469751021,0.214040504182019,0.11289482193225,2782,2315,319,319,"P4",667
234,0.0711537398834298,0.128650073737763,0.02756,0.4,4000,0.6785,0.07325,0.0170648464163823,0.00341296928327645,0.549952519207909,0.22899144094328,0.24708838669374,0.241598942766345,0.365220925101828,0.238932494637439,2714,2211,293,292,"P4",667
234,0.0711537398834298,0.128650073737763,0.02756,0.6,4000,0.6825,0.07075,0.0318021201413428,0.00706713780918728,0.964247140195995,0.346062408877755,0.33433244697342,0.323009062490743,0.576887942970997,0.341363449373189,2730,2077,283,281,"P4",667
234,0.0711537398834298,0.128650073737763,0.02756,0.8,4000,0.6785,0.0675,0.0518518518518519,0.0222222222222222,1.17843080363003,0.46280124483471,0.497019826127346,0.469379562729826,0.758072692324327,0.498412431326758,2714,1924,270,264,"P4",667
424,0.0603858206642543,0.16321496442867,0.02756,-0.8,4000,0.778,0.16325,0.0535987748851455,0.0229709035222052,-1.06874069520842,-0.533530729020803,-0.49286854392132,-0.464394844407257,-0.752762803396031,-0.47334301345913,3112,2306,653,638,"P4",698
424,0.0603858206642543,0.16321496442867,0.02756,-0.6,4000,0.778,0.15425,0.0178282009724473,0,-0.74424084390913,-0.412742714393251,-0.350099792316135,-0.348632212650348,-0.546235516855489,-0.3581557512045,3112,2566,617,617,"P4",698
424,0.0603858206642543,0.16321496442867,0.02756,-0.4,4000,0.7825,0.1575,0.0126984126984127,0.00476190476190476,-0.519063888716181,-0.293366926671353,-0.226855575774567,-0.220396121006226,-0.386559274610173,-0.206933761623182,3130,2741,630,627,"P4",698
424,0.0603858206642543,0.16321496442867,0.02756,-0.2,4000,0.7865,0.16,0.0078125,0.0015625,-0.27263325635485,-0.149423957886096,-0.0930936065614956,-0.0899436714240505,-0.186664033143993,-0.0734836799088367,3146,2845,640,639,"P4",698
424,0.0603858206642543,0.16321496442867,0.02756,0,4000,0.77825,0.17,0.00294117647058824,0,-0.0124492053394894,0.00961196867329333,-0.00277513539509849,-0.00289000189028281,-0.00690567224267544,-0.015099625262178,3113,2859,680,680,"P4",698
424,0.0603858206642543,0.16321496442867,0.02756,0.2,4000,0.786,0.16075,0.00622083981337481,0.0015552099533437,0.260078619623515,0.153127571268736,0.179404944818214,0.177488338738851,0.206516931047514,0.183659967502106,3144,2844,643,642,"P4",698
424,0.0603858206642543,0.16321496442867,0.02756,0.4,4000,0.7795,0.17125,0.0145985401459854,0.00583941605839416,0.50757538779502,0.298129632001566,0.28094131007335,0.272471930119203,0.39044474028018,0.266939540320263,3118,2741,685,681,"P4",698
424,0.0603858206642543,0.16321496442867,0.02756,0.6,4000,0.79625,0.1645,0.0303951367781155,0.00151975683890578,0.789469526651078,0.441018057419784,0.408292461936759,0.403384437275573,0.57854374252761,0.400163195462537,3185,2637,658,657,"P4",698
424,0.0603858206642543,0.16321496442867,0.02756,0.8,4000,0.78975,0.15575,0.0658105939004815,0.0208667736757624,1.04008123970093,0.555726827019518,0.542490685069154,0.517048297098707,0.77826795840305,0.534512256612808,3159,2361,623,610,"P4",698
146,0.0463523935886437,0.357520537427849,0.02756,-0.8,4000,0.62925,0.08525,0.0351906158357771,0.00293255131964809,-0.875580906355,-0.418059939157611,-0.383101104725175,-0.376045159562573,-0.617117188716803,-0.366757013075352,2517,1978,341,340,"P4",712
146,0.0463523935886437,0.357520537427849,0.02756,-0.6,4000,0.64075,0.09775,0.0127877237851662,0.00767263427109974,-0.683096512679743,-0.318308690329251,-0.274917156702867,-0.265322655880456,-0.457690197048173,-0.267264660326155,2563,2089,391,388,"P4",712
