"locus","K","theta1","theta2","lambda_min","r_e","rho_true","n_rep","n_gate_pass","n_paramlim_drop","n_reported","gate_rate","mean_rho_hat","se_rho_hat"
267,522,0.141541552923114,0.565752092363466,73.8846906258656,0.11322,-0.6,2000,1386,7,1379,0.693,-0.571039827338651,0.00548182358157027
267,522,0.141541552923114,0.565752092363466,73.8846906258656,0.11322,-0.4,2000,1387,0,1387,0.6935,-0.383659179235761,0.00533267570856621
267,522,0.141541552923114,0.565752092363466,73.8846906258656,0.11322,-0.2,2000,1397,0,1397,0.6985,-0.182875018193987,0.00521164676360006
267,522,0.141541552923114,0.565752092363466,73.8846906258656,0.11322,0,2000,1376,0,1376,0.688,0.0127635731177326,0.00508585331237527
267,522,0.141541552923114,0.565752092363466,73.8846906258656,0.11322,0.2,2000,1435,0,1435,0.7175,0.203953792404878,0.00478341832045672
267,522,0.141541552923114,0.565752092363466,73.8846906258656,0.11322,0.4,2000,1401,0,1401,0.7005,0.386029421898644,0.00493243059463122
267,522,0.141541552923114,0.565752092363466,73.8846906258656,0.11322,0.6,2000,1389,2,1387,0.6945,0.579155377310743,0.00489548794575763
267,522,0.141541552923114,0.565752092363466,73.8846906258656,0.11322,0.8,2000,1398,16,1382,0.699,0.751270677062229,0.00461559043368932
278,264,0.141242441825199,0.339877969122413,37.2880046418525,0.11322,-0.8,2000,859,39,820,0.4295,-0.63117701247561,0.00947925142042447
278,264,0.141242441825199,0.339877969122413,37.2880046418525,0.11322,-0.6,2000,911,13,898,0.4555,-0.488731860732739,0.0094308074003227
278,264,0.141242441825199,0.339877969122413,37.2880046418525,0.11322,-0.4,2000,897,3,894,0.4485,-0.306400753823266,0.00976975445458023
278,264,0.141242441825199,0.339877969122413,37.2880046418525,0.11322,-0.2,2000,939,1,938,0.4695,-0.133170936471215,0.00975366484043284
278,264,0.141242441825199,0.339877969122413,37.2880046418525,0.11322,0,2000,856,0,856,0.428,0.0384260327915888,0.00928452514894779
278,264,0.141242441825199,0.339877969122413,37.2880046418525,0.11322,0.2,2000,896,0,896,0.448,0.215073035645089,0.00951937821888561
278,264,0.141242441825199,0.339877969122413,37.2880046418525,0.11322,0.4,2000,910,4,906,0.455,0.377106091357616,0.00937325123388235
278,264,0.141242441825199,0.339877969122413,37.2880046418525,0.11322,0.6,2000,883,7,876,0.4415,0.541213671004566,0.00889811438164733
278,264,0.141242441825199,0.339877969122413,37.2880046418525,0.11322,0.8,2000,899,32,867,0.4495,0.692826330807382,0.00782600421474038
377,288,0.258198673480542,0.338636267809671,74.3612179623962,0.11322,-0.8,2000,1707,149,1558,0.8535,-0.745198160654685,0.00539685277124402
377,288,0.258198673480542,0.338636267809671,74.3612179623962,0.11322,-0.6,2000,1689,27,1662,0.8445,-0.58195938412154,0.0061255772158405
377,288,0.258198673480542,0.338636267809671,74.3612179623962,0.11322,-0.4,2000,1721,4,1717,0.8605,-0.398785147479907,0.0063624575860017
377,288,0.258198673480542,0.338636267809671,74.3612179623962,0.11322,-0.2,2000,1678,1,1677,0.839,-0.190390657910912,0.00638940675537484
377,288,0.258198673480542,0.338636267809671,74.3612179623962,0.11322,0,2000,1698,0,1698,0.849,-0.00919932340694935,0.0063123833002548
377,288,0.258198673480542,0.338636267809671,74.3612179623962,0.11322,0.2,2000,1682,0,1682,0.841,0.205233271071344,0.00612099856624557
377,288,0.258198673480542,0.338636267809671,74.3612179623962,0.11322,0.4,2000,1701,1,1700,0.8505,0.403580941252941,0.00583252993072864
377,288,0.258198673480542,0.338636267809671,74.3612179623962,0.11322,0.6,2000,1706,15,1691,0.853,0.605141996369012,0.00550706854257727
377,288,0.258198673480542,0.338636267809671,74.3612179623962,0.11322,0.8,2000,1683,73,1610,0.8415,0.77481257,0.00488577387593955
417,336,0.141210137389708,0.335662275126263,47.4466061629418,0.11322,-0.8,2000,1068,51,1017,0.534,-0.663884469292035,0.00742874036545738
417,336,0.141210137389708,0.335662275126263,47.4466061629418,0.11322,-0.6,2000,1068,18,1050,0.534,-0.51169068050381,0.00827402011657562
417,336,0.141210137389708,0.335662275126263,47.4466061629418,0.11322,-0.4,2000,1040,2,1038,0.52,-0.341423944528902,0.00870446977902621
417,336,0.141210137389708,0.335662275126263,47.4466061629418,0.11322,-0.2,2000,1037,2,1035,0.5185,-0.151778558588986,0.00882635555642869
417,336,0.141210137389708,0.335662275126263,47.4466061629418,0.11322,0,2000,1062,0,1062,0.531,0.00897578204143126,0.00805810202929675
417,336,0.141210137389708,0.335662275126263,47.4466061629418,0.11322,0.2,2000,1106,1,1105,0.553,0.1928531662181,0.0078772301705946
