K_bin,trait,n_loci,observed_mean_theta,null_mean_theta,null_sd_theta,z_above_null,pct_of_loci_below_null_mean
50,SCZ,11,2.1748357771702906,0.45827904592359214,0.10265335706695254,55.46018923853636,0.09090909090909091
50,BIP,11,1.2580400159600165,0.45827904592359214,0.10265335706695254,25.839457523551516,0.18181818181818182
100,SCZ,23,0.8518772228120186,0.3151460121120047,0.06449122829893209,39.913528207115135,0.17391304347826086
100,BIP,23,0.6243735368866875,0.3151460121120047,0.06449122829893209,22.995423568556,0.2608695652173913
150,SCZ,82,0.41517194862341555,0.2585139703856308,0.051981237196011006,27.29058414973534,0.1951219512195122
150,BIP,82,0.43317487327193266,0.2585139703856308,0.051981237196011006,30.42678146051616,0.2073170731707317
200,SCZ,185,0.34826418049418295,0.21855481203216043,0.03968124244257078,44.46025480165387,0.16216216216216217
200,BIP,185,0.3507127915795952,0.21855481203216043,0.03968124244257078,45.29956096788084,0.14594594594594595
250,SCZ,198,0.2950173047541673,0.19898680153087805,0.03835005968243632,35.235120060210235,0.18686868686868688
250,BIP,198,0.321707528010489,0.19898680153087805,0.03835005968243632,45.02818777624233,0.12121212121212122
300,SCZ,262,0.28079051767637114,0.18170459742841744,0.03290234520932621,48.745635670438695,0.19083969465648856
300,BIP,262,0.3089619485273811,0.18170459742841744,0.03290234520932621,62.60466126299405,0.13740458015267176
350,SCZ,206,0.26203260304324794,0.17006381916610594,0.031175538944668214,42.34089987598227,0.1553398058252427
350,BIP,206,0.3013741878827131,0.17006381916610594,0.031175538944668214,60.45311180732068,0.14563106796116504
400,SCZ,160,0.2582187741094263,0.15988826379458446,0.029133108186787545,42.6934708219842,0.21875
400,BIP,160,0.28741378223999803,0.15988826379458446,0.029133108186787545,55.369457387895686,0.0875
450,SCZ,114,0.22566100833021474,0.1520751693670775,0.026775784486950595,29.342996887120137,0.19298245614035087
450,BIP,114,0.26244771403427264,0.1520751693670775,0.026775784486950595,44.012017532550516,0.10526315789473684
500,SCZ,67,0.21765193518692974,0.14579616236566115,0.026127066796753907,22.511706109722315,0.208955223880597
500,BIP,67,0.2689102798236641,0.14579616236566115,0.026127066796753907,38.57044077817026,0.04477611940298507
550,SCZ,28,0.22404398384619917,0.13994528178343305,0.02427596038766712,18.331241910777905,0.0
550,BIP,28,0.25837788706424464,0.13994528178343305,0.02427596038766712,25.81510397040273,0.07142857142857142
600,SCZ,23,0.18937192476808032,0.13491239808151237,0.023265046881146043,11.226227746817552,0.17391304347826086
600,BIP,23,0.22924550716498962,0.13491239808151237,0.023265046881146043,19.445724762380188,0.043478260869565216
650,SCZ,3,0.22721337669126038,0.13114088960690526,0.02347040498813143,7.0898831495985934,0.0
650,BIP,3,0.3137876647763734,0.13114088960690526,0.02347040498813143,13.478825550394328,0.0
700,SCZ,2,0.21167937189107489,0.1273646167770843,0.02033994497906393,5.862310360873912,0.0
700,BIP,2,0.16809916893517074,0.1273646167770843,0.02033994497906393,2.832227726203576,0.0
