locus,chr,K,p_1,p_2,theta_1,theta_2,slope,intercept,floored,rho_hat,rho_corrected,rho_corrected_unclipped,rho_lower,rho_upper,ci_width,ci_width_corrected
96,1,291,0.0340021,0.00104671,0.0,0.2514681592506702,0.0,0.1936698432484062,True,0.519843,1.0,inf,-0.19824,1.0,1.19824,
98,1,459,0.000272,7.94725e-08,0.2392375915931338,0.38972629575514517,0.9867045394924856,0.005635611859630136,False,0.0699276,0.06515829771436812,0.06515829771436812,-0.37854,0.43393,0.81247,0.8234177177474996
101,1,401,6.02153e-10,8.0163e-05,0.49480381141833396,0.2871954913509293,0.9938554604687718,0.0025995485677890854,False,0.544808,0.5455606705390212,0.5455606705390212,0.22621,0.89239,0.66618,0.6702986767168164
103,1,313,0.026211,0.00144277,0.0,0.2285858791400056,0.0,0.2012606475373822,True,-0.299065,-1.0,-inf,-1.0,0.34362,1.34362,
104,1,264,0.00803324,0.00144288,0.13140821303486225,0.2491079167203499,0.7882252877919799,0.09403664072168236,False,0.0847017,-0.011842985585798577,-0.011842985585798577,-0.80222,0.71732,1.5195400000000001,1.9277990994892074
109,1,175,0.000170962,0.00626902,0.4157971497436226,0.1886299769030141,0.8587997925674822,0.05911644955464649,False,0.521351,0.5382331882771529,0.5382331882771529,-0.02872,1.0,1.02872,1.1978577648750026
110,1,271,0.00469912,0.0107378,0.17582141070550977,0.09761714197596773,0.6653947497297135,0.1518556782529548,False,0.053269,-0.1481626933380541,-0.1481626933380541,-1.0,0.75431,1.75431,2.6364951041657743
113,1,527,3.11543e-05,2.3775e-06,0.2682393650932062,0.31196155174328866,0.995730521564061,0.0022295282675842075,False,-0.0943998,-0.09704365405592069,-0.09704365405592069,-0.57845,0.27497,0.8534200000000001,0.8570792815102983
114,1,404,0.0294279,0.00555387,0.0,0.13491369510209877,0.0,0.255144375976844,True,-0.195414,-1.0,-inf,-1.0,0.50872,1.5087199999999998,
116,1,265,0.000469051,0.00959763,0.2971600963971078,0.11202556640848767,0.764934603195221,0.09020424798961217,False,-0.56942,-0.8623276358976111,-0.8623276358976111,-1.0,0.0075,1.0075,1.3171060582062246
120,1,178,0.0215071,0.00466649,0.0,0.21674703442814042,0.0,0.2453518490846446,True,0.522554,1.0,inf,-0.29933,1.0,1.2993299999999999,
121,1,256,0.0116357,0.00238003,0.08960328491670959,0.22601131282702214,0.6723920255932742,0.13535799043613236,False,-0.250903,-0.5744580181410113,-0.5744580181410113,-1.0,0.3843,1.3843,2.0587692109801354
122,1,328,0.0107895,0.00345719,0.08912406991434178,0.17952826014855286,0.6808120262826065,0.13923899452106794,False,0.845562,1.0,1.037471399169638,0.31307,1.0,0.68693,1.0089862891388672
124,1,192,0.000222211,0.00261413,0.384778192246494,0.2548482835416677,0.9287273155477539,0.03543874833354527,False,0.464719,0.46222421208023756,0.46222421208023756,-0.08642,1.0,1.08642,1.1697943861586977
125,1,335,0.00133044,0.0182476,0.22439246009159564,0.012321781780315308,0.2971911092517132,0.1856044441549342,False,-0.343481,-1.0,-1.7802869187005606,-1.0,0.2761,1.2761,4.293870039426974
