locus,chr,K,p_1,p_2,theta_1,theta_2,slope,intercept,floored,rho_hat,rho_corrected,rho_corrected_unclipped,rho_lower,rho_upper,ci_width,ci_width_corrected
10,1,261,0.0405959,0.00495788,0.0,0.1749470466244554,0.0,0.03203475381379328,True,0.253335,1.0,inf,-0.67302,1.0,1.67302,
39,1,287,0.0061793,0.000565655,0.1499003565978149,0.27813417146826924,0.8464052772966182,0.008659790823574352,False,0.184068,0.20723903061742702,0.20723903061742702,-0.45876,0.93953,1.39829,1.6520336504352593
48,1,268,0.0299114,2.68194e-05,0.0,0.3860199435893241,0.0,0.019531975925731734,True,0.52806,1.0,inf,-0.04469,1.0,1.04469,
56,1,155,0.0216631,0.00102769,0.0,0.34984443564365447,0.0,0.02483453573540331,True,0.519352,1.0,inf,-0.16094,1.0,1.16094,
84,1,304,0.0149142,2.52085e-07,0.048321324980015325,0.4646667924316631,0.572147713468607,0.012433160775761717,False,0.405482,0.6869709167260428,0.6869709167260428,-0.08878,1.0,1.08878,1.9029701148316132
85,1,364,0.00209443,3.79527e-10,0.19585705017779265,0.5292424267173387,0.9466608316720593,0.0022625568919354693,False,0.482708,0.5075159202049881,0.5075159202049881,0.08881,1.0,0.9111899999999999,0.9625305806627615
95,1,326,0.0370093,0.0456971,0.0,0.0,0.0,0.05512000000000001,True,-0.393859,-1.0,-inf,-1.0,0.61625,1.61625,
131,1,171,0.0119969,0.000826221,0.10221722559317664,0.3446268582795011,0.6881946972540821,0.015060729298608251,False,0.478305,0.6731296718061771,0.6731296718061771,-0.15942,1.0,1.15942,1.684726727227224
142,1,153,0.0398449,6.08536e-06,0.0,0.5795140281840615,0.0,0.01829152619949851,True,0.177205,1.0,inf,-0.54619,1.0,1.54619,
152,1,271,0.0165415,0.00013972,0.032416338523485064,0.33554672018098175,0.4661508424332581,0.017532165782125488,False,-0.114547,-0.2833399701536228,-0.2833399701536228,-0.95707,0.5656,1.52267,3.266474843318578
176,1,304,0.0373143,6.12425e-05,0.0,0.3392162023710881,0.0,0.020303970075453683,True,0.254334,1.0,inf,-0.43744,1.0,1.43744,
292,2,139,0.0416311,0.038309,0.0,0.0,0.0,0.05512,True,0.887065,1.0,inf,-0.01548,1.0,1.01548,
293,2,84,0.0236358,0.0454699,0.0,0.0,0.0,0.05512,True,-0.380105,-1.0,-inf,-1.0,0.71525,1.7152500000000002,
