locus,chr,K,p_1,p_2,theta_1,theta_2,slope,intercept,floored,rho_hat,rho_corrected,rho_corrected_unclipped,rho_lower,rho_upper,ci_width,ci_width_corrected
701,4,279,0.0241269,0.0464932,0.0,0.0,0.0,0.18908,True,-0.70301,-1.0,-inf,-1.0,0.16163,1.16163,
705,4,123,0.0131139,0.0332645,0.09989530375515374,0.0,0.0,0.15157721113978262,True,0.58011,1.0,inf,-0.29744,1.0,1.29744,
781,5,341,0.000301002,0.0315656,0.275103655986771,0.0,0.0,0.07661790031774436,True,-0.360743,-1.0,-inf,-1.0,0.2783,1.2783,
830,5,176,0.0224884,0.0125953,0.0,0.09255461773327213,0.0,0.1485789007963665,True,0.0179954,-1.0,-inf,-1.0,0.99964,1.9996399999999999,
861,5,258,0.000134832,0.0465681,0.3455568278299289,0.0,0.0,0.072480123152532,True,-0.584629,-1.0,-inf,-1.0,0.07083,1.07083,
954,6,50,0.00199254,0.00135374,0.5569175927034619,0.611422713859954,0.9283064480753297,0.02135858270987965,False,-0.152927,-0.18774574179811881,-0.18774574179811881,-1.0,0.52267,1.52267,1.6402665339198843
955,6,36,3.24181e-06,0.0138997,1.4313820941013413,0.14526888282889122,0.6667818150454631,0.04086806605076571,False,0.210397,0.25424948629961563,0.25424948629961563,-0.51873,1.0,1.5187300000000001,2.2777015895318753
974,6,328,0.0219046,0.0363252,0.0,0.0,0.0,0.18907999999999997,True,-0.396787,-1.0,-inf,-1.0,0.46715,1.46715,
975,6,259,0.0113843,0.0426911,0.09206152823723558,0.0,0.0,0.14199132666309727,True,0.185864,1.0,inf,-0.96621,1.0,1.96621,
998,6,82,0.0432235,0.0344406,0.0,0.0,0.0,0.18908,True,0.11962,-1.0,-inf,-1.0,1.0,2.0,
1003,6,248,9.06825e-05,0.0255822,0.3658195870639606,0.0,0.0,0.07084835717272613,True,0.604968,1.0,inf,0.02188,1.0,0.97812,
1028,6,231,0.000530087,0.0469774,0.31411900476740506,0.0,0.0,0.07990714453861525,True,0.545557,1.0,inf,-0.13322,1.0,1.1332200000000001,
1048,6,135,0.0454369,0.0277668,0.0,0.0,0.0,0.18908,True,0.519117,1.0,inf,-0.55351,1.0,1.55351,
1064,6,212,0.000338267,0.0258674,0.3479724695479459,0.0,0.0,0.0769489021854406,True,0.508682,1.0,inf,-0.12739,1.0,1.1273900000000001,
1087,6,417,0.0191781,0.0124804,0.0027931327982621016,0.06480028253041688,0.10468171055263448,0.14540480476331585,False,-0.359468,-1.0,-4.822932316428507,-1.0,0.38995,1.38995,13.277868623489166
1117,7,453,2.64023e-08,0.0430991,0.40906683997121546,0.0,0.0,0.05658534441900781,True,-0.0495343,-1.0,-inf,-0.8141,0.55102,1.3651200000000001,
1353,8,485,0.00248898,0.0294386,0.16357471016254269,0.0,0.0,0.09620883905247522,True,0.47239,1.0,inf,-0.23156,1.0,1.23156,
1372,9,324,0.00989082,0.0373633,0.09912203351944256,0.0,0.0,0.13426833480381703,True,-0.260893,-1.0,-inf,-1.0,0.61631,1.61631,
1384,9,127,0.000353516,0.0348611,0.45609798373530047,0.0,0.0,0.07685685380485842,True,0.435415,1.0,inf,-0.30205,1.0,1.30205,
1410,9,224,1.25562e-05,0.047134,0.44787232324525483,0.0,0.0,0.06485560763374904,True,0.520889,1.0,inf,-0.10747,1.0,1.10747,
1421,9,151,0.0014064,0.0424799,0.3342041326627023,0.0,0.0,0.08846999521048075,True,0.433776,1.0,inf,-0.37988,1.0,1.37988,
1424,9,360,0.00730705,0.0468593,0.12182931237020396,0.0,0.0,0.1214813249325141,True,-0.0664164,-1.0,-inf,-1.0,0.87499,1.87499,
1453,9,448,0.00114146,0.00528137,0.19977993947488193,0.13171197485345612,0.8510440156627151,0.030241439200831343,False,-0.149499,-0.21119993313256064,-0.21119993313256064,-1.0,0.44565,1.44565,1.6986782979423931
1455,9,181,0.00549532,0.00760631,0.19921832933544026,0.1636434955609033,0.7352750978956406,0.05857069668098287,False,0.57529,0.7027564306174235,0.7027564306174235,-0.08679,1.0,1.08679,1.478072633100721
1549,10,175,0.0195538,0.0182433,0.0,0.015007964765588088,0.0,0.18178664232653216,True,1.0,1.0,inf,0.30902,1.0,0.6909799999999999,
1669,11,67,8.58401e-05,0.0464361,0.7625500440362918,0.0,0.0,0.06921724646367274,True,-0.425618,-1.0,-inf,-1.0,0.28578,1.28578,
1678,11,405,9.72271e-05,0.0299,0.2811427160482486,0.0,0.0,0.07159856157748931,True,0.124469,1.0,inf,-0.65799,0.93577,1.59376,
1681,11,224,0.040193,0.0240989,0.0,0.0,0.0,0.18908,True,0.76562,1.0,inf,-0.06614,1.0,1.06614,
1713,11,100,0.0092095,0.0361376,0.18403276126666152,0.0,0.0,0.1314600210106182,True,0.917168,1.0,inf,0.18577,1.0,0.81423,
1782,12,189,0.000138058,0.0244735,0.4073733543380193,0.0,0.0,0.07230864611299999,True,0.233946,1.0,inf,-0.5106,1.0,1.5106000000000002,
1788,12,200,3.97807e-07,0.0119679,0.5750492025939314,0.09567916114851606,0.7064090100734228,0.03409887150684028,False,0.185235,0.2139498878665929,0.2139498878665929,-0.38841,0.8435,1.23191,1.743904710207416
1809,12,171,0.0224421,0.0164209,0.0,0.04046872695407782,0.0,0.17028975934467935,True,0.139542,-1.0,-inf,-1.0,1.0,2.0,
1844,12,292,0.00418468,0.0208035,0.1776268259779923,0.0,0.0,0.10582721770404085,True,0.796686,1.0,inf,0.1377,1.0,0.8623000000000001,
1847,12,241,3.83045e-07,0.038022,0.5187345904124346,0.0,0.0,0.05873886693522139,True,0.0608548,1.0,inf,-0.6994,0.74933,1.44873,
1896,13,165,0.0187496,0.00795059,0.008100789880768285,0.16539034507479983,0.18321225867726312,0.12158416694060985,False,0.638562,1.0,2.8217425885790237,-0.06315,1.0,1.06315,5.802832232273213
1910,13,178,0.000186828,0.00712865,0.4082382697311478,0.17265256302848542,0.838957591292694,0.02891919579282346,False,0.203001,0.20749774006925123,0.20749774006925123,-0.43485,0.88257,1.31742,1.5703058338980818
1914,13,337,0.00171354,0.0226101,0.21273757127876525,0.0,0.0,0.09101153892020741,True,0.402089,1.0,inf,-0.3503,1.0,1.3503,
1927,13,94,0.00316461,0.0251244,0.34703657041180663,0.0,0.0,0.10020557400683769,True,0.416778,1.0,inf,-0.40114,1.0,1.40114,
1945,13,466,0.00940792,0.0229886,0.08887606031748498,0.0,0.0,0.13156397791717006,True,0.0182084,-1.0,-inf,-1.0,0.90572,1.90572,
1969,14,166,0.000137288,0.0365743,0.43737906759672307,0.0,0.0,0.07216830607800032,True,0.394765,1.0,inf,-0.34281,1.0,1.34281,
1979,14,197,0.00438686,0.010928,0.21151779736496043,0.11021380582905418,0.6687763332078704,0.06684252385706015,False,-0.395734,-0.6916759772856392,-0.6916759772856392,-1.0,0.30547,1.3054700000000001,1.9520278083677811
2020,14,427,7.05433e-06,0.00252867,0.32816973566042285,0.17307204896945627,0.9362894531909715,0.011113099175072617,False,-0.0262685,-0.03992525927497341,-0.03992525927497341,-0.62118,0.44748,1.06866,1.1413778040091085
2037,15,115,6.7863e-05,0.035043,0.5720324929707561,0.0,0.0,0.06898859397422688,True,-0.746168,-1.0,-inf,-1.0,-0.12829,0.87171,
2093,15,349,0.00765771,0.0247893,0.11965589016412996,0.0,0.0,0.12321502205524854,True,0.317769,1.0,inf,-0.55715,1.0,1.55715,
2125,16,289,0.000155577,0.0202728,0.3210515057504384,0.0,0.0,0.07320340277807082,True,0.631517,1.0,inf,0.06103,1.0,0.93897,
2142,16,278,0.0334098,0.0456291,0.0,0.0,0.0,0.18907999999999997,True,0.425245,1.0,inf,-0.66079,1.0,1.66079,
2204,17,189,6.63519e-05,0.0296521,0.4351268263237916,0.0,0.0,0.06944045880054493,True,0.353311,1.0,inf,-0.33795,1.0,1.33795,
2222,17,336,0.000694139,0.049772,0.2493179538134282,0.0,0.0,0.08211887327120271,True,0.11281,1.0,inf,-0.83152,1.0,1.83152,
2282,18,208,0.0119581,0.00838228,0.09414478863026819,0.1420124063961321,0.5711619524617892,0.08859562836372946,False,-0.333303,-0.7386672493594617,-0.7386672493594617,-1.0,0.37608,1.37608,2.409264122144165
2292,18,167,0.000101318,0.00039061,0.44864461862066096,0.38832237097982436,0.9779378242287335,0.005745015856465455,False,0.738548,0.7493349433758444,0.7493349433758444,0.30558,1.0,0.69442,0.710086043095496
2317,19,78,7.54713e-05,0.0484258,0.7068234258355335,0.0,0.0,0.06891395544465667,True,0.425856,1.0,inf,-0.35152,1.0,1.35152,
2346,19,142,0.00298398,0.0337409,0.2859051925911857,0.0,0.0,0.09914740023464426,True,0.430482,1.0,inf,-0.4066,1.0,1.4066,
2372,20,252,0.00297466,0.00636629,0.2141503223006852,0.15681415613802466,0.8006300355142882,0.04321431238178263,False,0.719464,0.8446469125828203,0.8446469125828203,0.14054,1.0,0.85946,1.073479587170274
2413,20,423,0.000126877,0.0424499,0.2686154866345484,0.0,0.0,0.07269226035077454,True,-0.144786,-1.0,-inf,-1.0,0.54796,1.54796,
2464,22,191,2.45276e-05,0.0124726,0.4671825554393866,0.09090224800922021,0.6861061341636863,0.04068398946822362,False,0.119994,0.11559437612148674,0.11559437612148674,-0.57594,0.78274,1.35868,1.9802767128093568
2485,22,158,0.0147772,0.0410942,0.06540552199083717,0.0,0.0,0.16066714181095573,True,0.0639775,-1.0,-inf,-1.0,1.0,2.0,
