K_bin,trait,n_loci,observed_mean_theta,null_mean_theta,null_sd_theta,z_above_null,pct_of_loci_below_null_mean
50,AN,3,0.9654543992435006,0.45827904592359214,0.10265335706695254,8.557474449898736,0.0
50,ASD,3,0.5346272113855922,0.45827904592359214,0.10265335706695254,1.288208251763366,0.3333333333333333
100,AN,9,0.45409637266673475,0.3151460121120047,0.06449122829893209,6.463686499069095,0.2222222222222222
100,ASD,9,0.2874105505403216,0.3151460121120047,0.06449122829893209,-1.290196929253201,0.8888888888888888
150,AN,11,0.406059398118636,0.2585139703856308,0.051981237196011006,9.414028017025126,0.2727272727272727
150,ASD,11,0.25993354322492845,0.2585139703856308,0.051981237196011006,0.09057480592037827,0.6363636363636364
200,AN,14,0.35284024544355086,0.21855481203216043,0.03968124244257078,12.662156044812534,0.07142857142857142
200,ASD,14,0.23008071509714356,0.21855481203216043,0.03968124244257078,1.086810232939385,0.42857142857142855
250,AN,13,0.3199002077926939,0.19898680153087805,0.03835005968243632,11.367895898416233,0.07692307692307693
250,ASD,13,0.19762490345391262,0.19898680153087805,0.03835005968243632,-0.12804134828253091,0.5384615384615384
300,AN,8,0.26222909470610417,0.18170459742841744,0.03290234520932621,6.92223216484282,0.25
300,ASD,8,0.16728376857323926,0.18170459742841744,0.03290234520932621,-1.239676480074953,0.875
350,AN,6,0.22626553539572755,0.17006381916610594,0.031175538944668214,4.415818686426051,0.16666666666666666
350,ASD,6,0.14748042682616683,0.17006381916610594,0.031175538944668214,-1.7743971641391545,1.0
400,AN,3,0.2385452264274974,0.15988826379458446,0.029133108186787545,4.676392741061473,0.3333333333333333
400,ASD,3,0.14400580418799136,0.15988826379458446,0.029133108186787545,-0.9442599399763201,0.6666666666666666
450,AN,4,0.28115223912391574,0.1520751693670775,0.026775784486950595,9.641328702787032,0.0
450,ASD,4,0.1628376490128414,0.1520751693670775,0.026775784486950595,0.8038964946860169,0.5
500,AN,2,0.2772542753847335,0.14579616236566115,0.026127066796753907,7.1156034376826875,0.0
500,ASD,2,0.1318782394367462,0.14579616236566115,0.026127066796753907,-0.7533534291947553,1.0
