"locus","K","theta1","theta2","lambda_min","r_e","rho_true","n_rep","n_gate_pass","n_paramlim_drop","n_reported","gate_rate","mean_rho_hat","se_rho_hat"
347,368,0.381641276775687,0.390343515431249,140.443989853453,0.21388,-0.6,2000,1995,20,1975,0.9975,-0.617762471255696,0.00466965866884233
347,368,0.381641276775687,0.390343515431249,140.443989853453,0.21388,-0.4,2000,1988,4,1984,0.994,-0.427181953345716,0.004756729566071
347,368,0.381641276775687,0.390343515431249,140.443989853453,0.21388,-0.2,2000,1990,0,1990,0.995,-0.219869610806397,0.00456123002522968
347,368,0.381641276775687,0.390343515431249,140.443989853453,0.21388,0,2000,1989,0,1989,0.9945,-0.0126660033210156,0.00431583878460291
347,368,0.381641276775687,0.390343515431249,140.443989853453,0.21388,0.2,2000,1993,0,1993,0.9965,0.191424053343201,0.00406769767260673
347,368,0.381641276775687,0.390343515431249,140.443989853453,0.21388,0.4,2000,1988,0,1988,0.994,0.398997198737425,0.00391284082289876
347,368,0.381641276775687,0.390343515431249,140.443989853453,0.21388,0.6,2000,1987,0,1987,0.9935,0.612037864116759,0.00362876522778729
347,368,0.381641276775687,0.390343515431249,140.443989853453,0.21388,0.8,2000,1989,15,1974,0.9945,0.804317592705167,0.00321283402853828
362,181,0.278471854722419,0.513929700320182,50.4034057047579,0.21388,-0.8,2000,1549,109,1440,0.7745,-0.726575303611111,0.00584118662282795
362,181,0.278471854722419,0.513929700320182,50.4034057047579,0.21388,-0.6,2000,1489,42,1447,0.7445,-0.568919341181755,0.00689494416185581
362,181,0.278471854722419,0.513929700320182,50.4034057047579,0.21388,-0.4,2000,1558,8,1550,0.779,-0.368754684063226,0.0070049716320008
362,181,0.278471854722419,0.513929700320182,50.4034057047579,0.21388,-0.2,2000,1534,1,1533,0.767,-0.196219155684932,0.00697419217024982
362,181,0.278471854722419,0.513929700320182,50.4034057047579,0.21388,0,2000,1520,0,1520,0.76,0.00705707848427632,0.0066724067886768
362,181,0.278471854722419,0.513929700320182,50.4034057047579,0.21388,0.2,2000,1510,0,1510,0.755,0.200191700314172,0.00636062757241378
362,181,0.278471854722419,0.513929700320182,50.4034057047579,0.21388,0.4,2000,1546,1,1545,0.773,0.398503748194175,0.00600337485744914
362,181,0.278471854722419,0.513929700320182,50.4034057047579,0.21388,0.6,2000,1511,3,1508,0.7555,0.598084215431035,0.00559218774231933
362,181,0.278471854722419,0.513929700320182,50.4034057047579,0.21388,0.8,2000,1535,46,1489,0.7675,0.769151400470114,0.00483186743088172
404,406,0.128386063133009,0.399651318819688,52.1247416320016,0.21388,-0.8,2000,1120,41,1079,0.56,-0.656736975718258,0.00719847839534814
404,406,0.128386063133009,0.399651318819688,52.1247416320016,0.21388,-0.6,2000,1070,10,1060,0.535,-0.5141483595,0.00745640602838489
404,406,0.128386063133009,0.399651318819688,52.1247416320016,0.21388,-0.4,2000,1096,3,1093,0.548,-0.332789844886551,0.00799317929242884
404,406,0.128386063133009,0.399651318819688,52.1247416320016,0.21388,-0.2,2000,1106,0,1106,0.553,-0.157468331936528,0.00745933272478408
404,406,0.128386063133009,0.399651318819688,52.1247416320016,0.21388,0,2000,1047,0,1047,0.5235,0.0344632480983763,0.0073458750220325
404,406,0.128386063133009,0.399651318819688,52.1247416320016,0.21388,0.2,2000,1095,0,1095,0.5475,0.212139586661187,0.00690040916377375
404,406,0.128386063133009,0.399651318819688,52.1247416320016,0.21388,0.4,2000,1071,0,1071,0.5355,0.391737482258637,0.00662643748572339
404,406,0.128386063133009,0.399651318819688,52.1247416320016,0.21388,0.6,2000,1103,1,1102,0.5515,0.567723563883848,0.00650385289964972
404,406,0.128386063133009,0.399651318819688,52.1247416320016,0.21388,0.8,2000,1119,11,1108,0.5595,0.743601497021661,0.0055249405914083
423,368,0.129488553915608,0.393830929422509,47.6517878409438,0.21388,-0.8,2000,1047,36,1011,0.5235,-0.64577368644906,0.00755679493676569
423,368,0.129488553915608,0.393830929422509,47.6517878409438,0.21388,-0.6,2000,995,4,991,0.4975,-0.492403297386478,0.00829871095016837
423,368,0.129488553915608,0.393830929422509,47.6517878409438,0.21388,-0.4,2000,1005,3,1002,0.5025,-0.300485517394212,0.00808235626179668
423,368,0.129488553915608,0.393830929422509,47.6517878409438,0.21388,-0.2,2000,981,0,981,0.4905,-0.146512969445464,0.00795784305168777
423,368,0.129488553915608,0.393830929422509,47.6517878409438,0.21388,0,2000,1006,0,1006,0.503,0.0406492732604374,0.00751798623431081
423,368,0.129488553915608,0.393830929422509,47.6517878409438,0.21388,0.2,2000,1028,0,1028,0.514,0.20076150213035,0.00780927612871395
423,368,0.129488553915608,0.393830929422509,47.6517878409438,0.21388,0.4,2000,1042,0,1042,0.521,0.38863919165643,0.00724448465288385
423,368,0.129488553915608,0.393830929422509,47.6517878409438,0.21388,0.6,2000,976,3,973,0.488,0.546654960928058,0.00705195031728864
423,368,0.129488553915608,0.393830929422509,47.6517878409438,0.21388,0.8,2000,1027,18,1009,0.5135,0.738105443111992,0.00595893486397297
436,354,0.129372250671809,0.398520136628964,45.7977767378205,0.21388,-0.8,2000,1014,47,967,0.507,-0.633195145348501,0.00807557814053721
436,354,0.129372250671809,0.398520136628964,45.7977767378205,0.21388,-0.6,2000,952,11,941,0.476,-0.477993509139214,0.00842428312917575
436,354,0.129372250671809,0.398520136628964,45.7977767378205,0.21388,-0.4,2000,971,1,970,0.4855,-0.310413857771237,0.00847365055163399
