"locus","K","lambda_min","n_cells","slope","intercept"
1101,249,94.4840795850026,9,0.998472989726676,-0.000785821651102747
1106,256,33.2506812447512,9,0.824824243639797,0.0507311823935078
1193,341,85.9545128536115,9,0.983137033778088,0.00373996634455257
1208,440,56.781405659371,9,0.88718385035484,0.0284600334083055
1234,337,132.980984539506,9,1.01299480244666,-0.00694856216340537
1235,418,54.0774161816581,9,0.889484716333743,0.0306247178653957
1250,403,52.4720498339706,9,0.880848854635909,0.034919020154846
1285,124,38.5602631458225,9,0.904265719969951,0.0435725982166737
1306,187,27.140006622581,9,0.801891589403246,0.0599653447145326
1338,245,66.5332878858667,9,0.969389635130667,0.0108221794296324
1363,322,58.7702639319288,9,0.932935326588195,0.0192990581560099
1427,527,123.181928285555,9,1.00020246062007,-0.000803285253671497
1428,234,30.2607190074289,9,0.805740347642948,0.0620443856371657
1435,196,40.0519509344486,9,0.895304549277789,0.0361435798147387
1453,560,98.4869746086553,9,0.980149867160499,0.0032882293111706
1463,234,39.8161305103441,9,0.871968137861078,0.0398909375613503
1475,335,62.404686426997,9,0.932479559977257,0.0245168769930813
1482,421,54.116493732262,9,0.880622335728809,0.0301603641040615
1506,287,115.543428301555,9,1.01227982020827,-0.00404163526336143
1522,473,145.064375048779,9,1.0156078093032,-0.00434794524644921
1554,470,60.8042430252226,9,0.901618638613955,0.0269386517858784
1612,303,39.2246984115726,9,0.841912432578884,0.0437884599090195
1642,197,72.5344725735004,9,0.985337907152202,0.00424768659664391
1660,44,41.7878967782313,9,1.00338952295703,-0.00370147058570521
1662,28,12.0832608889125,9,0.792099929371206,0.108677660680977
1679,313,69.4735371420018,9,0.959904722400098,0.0138111365577523
1683,223,28.7001866974715,9,0.810557814320058,0.0593056934005416
1688,272,56.1181392141331,9,0.933039239580394,0.0193453250367993
1714,278,76.4532185519084,9,0.981585458926428,0.0060382889086128
1716,383,59.6495183139796,9,0.919716993023404,0.0174372937667819
1718,362,61.4311540297084,9,0.926024373439859,0.0198718215892551
1767,204,26.3938786643777,9,0.784263405593203,0.0643317169362317
1819,171,21.8807309084489,9,0.76731995637197,0.0802465081256011
1823,398,51.3621395548625,9,0.878482273173413,0.0322384592964868
1833,352,140.149562796053,9,1.01016323256195,-0.00323266773541879
1864,146,39.2200606944074,9,0.899857385097294,0.0396154037584285
1871,206,64.317106920667,9,0.96516914135718,0.0104875017011313
1884,237,92.185824395126,9,1.00191616086336,-0.00297939099105708
1912,342,48.4024625975902,9,0.883729666229329,0.0371476290538811
1972,103,40.402242926359,9,0.920258846876005,0.0411533852061428
2035,334,46.9271626263824,9,0.868489798589077,0.0428643158805821
2075,275,37.17071792069,9,0.852546833494122,0.0360236964103533
2097,376,54.5607970017665,9,0.897508071956099,0.0283697024259335
2116,420,128.810398873926,9,1.00846883775543,-0.00368410402622354
2137,445,140.391687729567,9,1.01315677269046,-0.00462209018031342
2142,388,105.852135888878,9,1.00126331957243,-0.000125755389729439
2198,489,72.2762122188409,9,0.927059226484594,0.0214216847084405
2222,478,89.6988883392108,9,0.973408874976555,0.00551525001754657
2291,213,31.250503091563,9,0.828807546021438,0.050492287013936
2304,332,42.8258086013828,9,0.857799236390852,0.0375944997806577
2361,376,48.308877394714,9,0.863631563538388,0.0340617210651405
2378,434,56.7675265545067,9,0.888757150257934,0.0301931791461148
2381,309,39.9464029565984,9,0.851975488931344,0.0432969259029834
2392,259,33.487836946592,9,0.820325192523171,0.0501618038485795
2412,347,44.5196060438088,9,0.85892796480057,0.0378500437192681
2489,596,77.3148055730743,9,0.928801233160586,0.0173773123399331
